EntrezGeneSymbol,Estimate
BCAP29,0.0001061908885638932
BCAR3,0.0003988084833488289
BCAT2,-0.0004401916452509144
BCCIP,0.0004448293375504876
BCDIN3D,0.003432268002122586
BCHE,0.0007285924493845192
BCL10,-0.0008528199176177323
BCL11A,-8.976502244117543e-05
BCL2,-0.001180160562245165
BCL2A1,-0.0003334136897991157
BCL2L1,0.0002058625019909045
BCL2L10,-0.00103726416212837
BCL2L2,0.0002675414310058994
BCL6,0.0001445899137423976
BCL7A,-0.000830475529292731
BDH2,-0.00116275487331263
BDNF,-0.001296426681019876
BDP1,-0.0001009323202361257
BECN1,0.0001764562553135135
BEGAIN,0.0006710428547816976
BEND6,0.0002714973268842843
BET1L,-0.0001111893173466775
BEX2,-7.056479180062673e-05
BEX4,0.0001197017335213184
BEX5,-2.522375250440842e-05
BGLAP,0.003715292216401518
BGN,0.002056993940622376
BHMT2,-0.0005675385978046586
BICD1,0.001242221068207519
BICDL1,0.0001366470787156383
BID,0.0002511335167562509
BIN2,-0.0009476329097431487
BIN3,0.001018097491563265
BIRC2,0.0004436104821775238
BIRC3,-0.0001435760538236736
BIRC5,-0.0001845894770138729
BIRC7,-0.0001303197395874635
BLK,0.0004393416908719277
BLMH,-0.00014855858083109
BLNK,-9.521396936017931e-05
BLOC1S1,0.0002534946284056156
BLOC1S2,-0.0006184083926900407
BLOC1S3,1.18840231084827e-05
BLOC1S5,-0.0002055736095656975
BLOC1S6,0.0003274226468291327
BLVRA,0.0007464227044693481
BLVRB,0.004501588086908428
BMERB1,0.0002793633814215243
BMF,0.0004484937706600105
BMI1,0.0002405174668713576
BMP1,-2.641424654709565e-05
BMP10,-0.001096056904841584
BMP15,-0.0008418854413318301
BMP2,-9.97001276964105e-05
BMP3,-1.293368090686286e-05
BMP4,-0.001087955156500459
BMP5,0.001251565570859719
BMP6,0.001322331493378156
BMP7,0.001473250711761361
BMP8B,0.0001468681412986108
BMPER,-0.001318843973347555
BMPR1A,0.0006259685147387323
BMPR1B,-0.0001380395258934999
BMPR2,0.001265449330310646
BMT2,-0.0001560068999347331
BMX,-6.584030292821557e-05
BNIP3,-0.0001848015440325962
BNIP3L,0.0001440051084666763
BOC,0.00218075841667356
BOLA1,0.002743745010753001
BOLA2,-0.0001807228284065372
BOLA3,0.001861955618245419
BORCS5,0.000752765005981642
