"ligand","receiver","receptor","expressed","lfc","padj","age_regulated"
"TNC","DG_GC","PTPRZ1",TRUE,-0.00860415423427186,0.997273563866756,FALSE
"TNC","DG_GC","SDC1",FALSE,NA,NA,FALSE
"TNC","CA_ExN","CNTN1",TRUE,0.181275546125284,0.814010120276388,FALSE
"TNC","CA_ExN","EGFR",TRUE,-0.587910753886077,0.806956158903916,FALSE
"TNC","CA_ExN","ITGA5",TRUE,-0.71965141631682,NA,FALSE
"TNC","CA_ExN","ITGA7",TRUE,0.575488851157124,0.61476286133675,FALSE
"TNC","CA_ExN","ITGA8",TRUE,0.0694552789317552,0.984202708158001,FALSE
"TNC","CA_ExN","ITGA9",TRUE,0.27327642801692,0.873916767940765,FALSE
"TNC","CA_ExN","ITGAV",TRUE,0.285941596485611,0.882569127369636,FALSE
"TNC","CA_ExN","ITGB1",TRUE,0.384350998952564,0.561388060435242,FALSE
"TNC","CA_ExN","ITGB3",TRUE,-0.307920857394585,NA,FALSE
"TNC","CA_ExN","ITGB6",FALSE,NA,NA,FALSE
"TNC","CA_ExN","PTPRB",TRUE,-0.519803465426505,0.678027127666086,FALSE
"TNC","CA_ExN","PTPRZ1",TRUE,-0.425077025125353,0.748138776845521,FALSE
"TNC","CA_ExN","SDC1",FALSE,NA,NA,FALSE
"TNC","InN","CNTN1",TRUE,0.00803712429522266,0.999999168950171,FALSE
"TNC","InN","EGFR",TRUE,0.0791853386970709,0.999999168950171,FALSE
"TNC","InN","ITGA5",TRUE,-0.0604011029849275,0.999999168950171,FALSE
"TNC","InN","ITGA7",TRUE,-0.0491923681831581,0.999999168950171,FALSE
"TNC","InN","ITGA8",TRUE,-0.430277876664126,0.999999168950171,FALSE
"TNC","InN","ITGA9",TRUE,-0.490227397143648,0.999999168950171,FALSE
"TNC","InN","ITGAV",TRUE,-0.203445578649734,0.999999168950171,FALSE
"TNC","InN","ITGB1",TRUE,-0.0275778685504261,0.999999168950171,FALSE
"TNC","InN","ITGB3",TRUE,-0.304935056533339,0.999999168950171,FALSE
"TNC","InN","ITGB6",FALSE,NA,NA,FALSE
"TNC","InN","PTPRB",TRUE,-0.101108452568289,0.999999168950171,FALSE
"TNC","InN","PTPRZ1",TRUE,-0.273441339333694,0.999999168950171,FALSE
"TNC","InN","SDC1",TRUE,-0.116080684840054,0.999999168950171,FALSE
"CCN2","DG_GC","ERBB4",TRUE,-1.11058941613389,0.732160831109567,FALSE
"CCN2","DG_GC","FGFR2",TRUE,-0.585180120448612,0.900220431934014,FALSE
"CCN2","DG_GC","IGF2R",TRUE,-0.0986752145243921,0.97307494329588,FALSE
"CCN2","DG_GC","ITGA5",TRUE,-0.346858604749109,0.985078011594441,FALSE
"CCN2","DG_GC","ITGAM",TRUE,-1.4403871544369,0.814302725856425,FALSE
"CCN2","DG_GC","ITGB2",TRUE,1.25414121828836,0.798182448375976,FALSE
"CCN2","DG_GC","LRP1",TRUE,0.0385089539316071,0.992510002795072,FALSE
"CCN2","DG_GC","LRP6",TRUE,0.0355219913593739,0.985579053177136,FALSE
"CCN2","DG_GC","NTRK1",TRUE,-0.267272660710723,0.970840701495738,FALSE
"CCN2","CA_ExN","ERBB4",TRUE,-1.32737716711787,0.250875599642023,FALSE
"CCN2","CA_ExN","FGFR2",TRUE,-1.29547640576351,0.342987717140923,FALSE
"CCN2","CA_ExN","IGF2R",TRUE,0.399025911719072,0.54770425895791,FALSE
"CCN2","CA_ExN","ITGA5",TRUE,-0.71965141631682,NA,FALSE
"CCN2","CA_ExN","ITGAM",TRUE,-0.404348743162349,NA,FALSE
"CCN2","CA_ExN","ITGB2",TRUE,0.303948329649657,NA,FALSE
"CCN2","CA_ExN","LRP1",TRUE,-0.159111655203436,0.88865713372797,FALSE
"CCN2","CA_ExN","LRP6",TRUE,-0.0877482472900457,0.90863552258457,FALSE
"CCN2","CA_ExN","NTRK1",TRUE,-1.10760943465048,NA,FALSE
"CCN2","InN","ERBB4",TRUE,-0.0846216970655064,0.999999168950171,FALSE
"CCN2","InN","FGFR2",TRUE,-0.345817150068511,0.999999168950171,FALSE
"CCN2","InN","IGF2R",TRUE,0.0425576760470595,0.999999168950171,FALSE
"CCN2","InN","ITGA5",TRUE,-0.0604011029849275,0.999999168950171,FALSE
"CCN2","InN","ITGAM",TRUE,-0.0322380701414214,0.999999168950171,FALSE
"CCN2","InN","ITGB2",TRUE,0.50223127068015,0.999999168950171,FALSE
"CCN2","InN","LRP1",TRUE,0.144929341541353,0.999999168950171,FALSE
"CCN2","InN","LRP6",TRUE,-0.0278678262729811,0.999999168950171,FALSE
"CCN2","InN","NTRK1",TRUE,-0.854223345126636,0.999999168950171,FALSE
"SEMA3D","DG_GC","NRP1",TRUE,-0.23938816164086,0.84746540249705,FALSE
"SEMA3D","DG_GC","NRP2",TRUE,-0.0403001635547344,0.994163581673284,FALSE
"SEMA3D","DG_GC","PLXNA1",TRUE,0.0531397988405782,0.99034466020419,FALSE
"SEMA3D","DG_GC","PLXNA2",TRUE,-0.222994439004253,0.886416727564205,FALSE
"SEMA3D","DG_GC","PLXNA3",TRUE,-0.0301441050681007,0.997273563866756,FALSE
"SEMA3D","DG_GC","PLXNA4",TRUE,-0.222207036130944,0.930011295058178,FALSE
"SEMA3D","DG_GC","PLXND1",TRUE,0.212917885308026,0.978550153677793,FALSE
"SEMA3D","CA_ExN","NRP1",TRUE,0.329622190763919,0.906303360900223,FALSE
"SEMA3D","CA_ExN","NRP2",TRUE,0.372835603053703,0.880739912839662,FALSE
"SEMA3D","CA_ExN","PLXNA1",TRUE,0.0576821191825366,0.961256208343196,FALSE
"SEMA3D","CA_ExN","PLXNA2",TRUE,-0.299612651921831,0.71671502740496,FALSE
"SEMA3D","CA_ExN","PLXNA3",TRUE,-0.22671663886529,0.911729961228321,FALSE
"SEMA3D","CA_ExN","PLXNA4",TRUE,0.433542132930312,0.579112630677523,FALSE
"SEMA3D","CA_ExN","PLXND1",TRUE,-0.776814565924723,0.801559335178336,FALSE
"SEMA3D","InN","NRP1",TRUE,0.136068766537131,0.999999168950171,FALSE
"SEMA3D","InN","NRP2",TRUE,0.134938691168181,0.999999168950171,FALSE
"SEMA3D","InN","PLXNA1",TRUE,-0.00481923398977356,0.999999168950171,FALSE
"SEMA3D","InN","PLXNA2",TRUE,0.0637372504364631,0.999999168950171,FALSE
"SEMA3D","InN","PLXNA3",TRUE,0.500452987346907,0.999999168950171,FALSE
"SEMA3D","InN","PLXNA4",TRUE,-0.171941409338026,0.999999168950171,FALSE
"SEMA3D","InN","PLXND1",TRUE,0.230638587032501,0.999999168950171,FALSE
"ANXA1","DG_GC","DYSF",TRUE,0.152951395503896,0.978962061966871,FALSE
"ANXA1","DG_GC","EGFR",TRUE,-0.635052789424344,0.944398067642902,FALSE
"ANXA1","DG_GC","FPR1",TRUE,-0.0176478835380543,0.998900478152634,FALSE
"ANXA1","DG_GC","FPR2",FALSE,NA,NA,FALSE
"ANXA1","DG_GC","FPR3",TRUE,0.146013508270727,0.985079489818338,FALSE
"ANXA1","CA_ExN","DYSF",TRUE,-0.448871686513385,0.655090520344144,FALSE
"ANXA1","CA_ExN","EGFR",TRUE,-0.587910753886077,0.806956158903916,FALSE
"ANXA1","CA_ExN","FPR1",TRUE,0.0312209514628528,NA,FALSE
"ANXA1","CA_ExN","FPR2",TRUE,0.987715558982119,NA,FALSE
"ANXA1","CA_ExN","FPR3",TRUE,0.157432761864696,NA,FALSE
"ANXA1","InN","DYSF",TRUE,-0.292751120102396,0.999999168950171,FALSE
"ANXA1","InN","EGFR",TRUE,0.0791853386970709,0.999999168950171,FALSE
"ANXA1","InN","FPR1",TRUE,-0.176363787735231,0.999999168950171,FALSE
"ANXA1","InN","FPR2",FALSE,NA,NA,FALSE
"ANXA1","InN","FPR3",TRUE,0.38708757548751,0.999999168950171,FALSE
"COL12A1","DG_GC","ITGA1",TRUE,-0.378373662167379,0.925825982946855,FALSE
"COL12A1","DG_GC","ITGA10",TRUE,-0.00858276332533285,0.999644387865718,FALSE
"COL12A1","DG_GC","ITGA11",TRUE,0.604626434615737,0.932695646042556,FALSE
"COL12A1","DG_GC","ITGA2",TRUE,-0.598915291445191,0.941928873496197,FALSE
"COL12A1","DG_GC","ITGB1",TRUE,0.114396356685991,0.977918203184218,FALSE
"COL12A1","CA_ExN","ITGA1",TRUE,0.344646352487748,0.904447427619191,FALSE
"COL12A1","CA_ExN","ITGA10",TRUE,0.404159577096191,NA,FALSE
"COL12A1","CA_ExN","ITGA11",TRUE,-1.75416056072771,NA,FALSE
"COL12A1","CA_ExN","ITGA2",TRUE,-1.07028471519217,0.476494513669547,FALSE
"COL12A1","CA_ExN","ITGB1",TRUE,0.384350998952564,0.561388060435242,FALSE
"COL12A1","InN","ITGA1",TRUE,0.186759973838063,0.999999168950171,FALSE
"COL12A1","InN","ITGA10",TRUE,0.312862919383745,0.999999168950171,FALSE
"COL12A1","InN","ITGA11",TRUE,-1.20719848169505,0.999999168950171,FALSE
"COL12A1","InN","ITGA2",TRUE,-0.0336488454175189,0.999999168950171,FALSE
"COL12A1","InN","ITGB1",TRUE,-0.0275778685504261,0.999999168950171,FALSE
"CXCL2","DG_GC","ACKR1",TRUE,0.440651415545689,0.955090479619453,FALSE
"CXCL2","DG_GC","CXCR1",FALSE,NA,NA,FALSE
"CXCL2","DG_GC","CXCR2",FALSE,NA,NA,FALSE
"CXCL2","DG_GC","DPP4",TRUE,0.339699232279196,0.970504101938082,FALSE
"CXCL2","DG_GC","XCR1",FALSE,NA,NA,FALSE
"CXCL2","CA_ExN","ACKR1",TRUE,0.284607098210176,NA,FALSE
"CXCL2","CA_ExN","CXCR1",FALSE,NA,NA,FALSE
"CXCL2","CA_ExN","CXCR2",TRUE,-0.415524068173678,NA,FALSE
"CXCL2","CA_ExN","DPP4",TRUE,-0.792437938484722,0.876367558843426,FALSE
"CXCL2","CA_ExN","XCR1",FALSE,NA,NA,FALSE
"CXCL2","InN","ACKR1",TRUE,0.648618600481406,0.999999168950171,FALSE
"CXCL2","InN","CXCR1",FALSE,NA,NA,FALSE
"CXCL2","InN","CXCR2",FALSE,NA,NA,FALSE
"CXCL2","InN","DPP4",TRUE,-0.631093782248763,0.999999168950171,FALSE
"CXCL2","InN","XCR1",FALSE,NA,NA,FALSE
"COL8A1","DG_GC","DDR1",TRUE,-0.141611829618904,0.981862526956612,FALSE
"COL8A1","DG_GC","ITGA1",TRUE,-0.378373662167379,0.925825982946855,FALSE
"COL8A1","DG_GC","ITGA10",TRUE,-0.00858276332533285,0.999644387865718,FALSE
"COL8A1","DG_GC","ITGA11",TRUE,0.604626434615737,0.932695646042556,FALSE
"COL8A1","DG_GC","ITGA2",TRUE,-0.598915291445191,0.941928873496197,FALSE
"COL8A1","DG_GC","ITGB1",TRUE,0.114396356685991,0.977918203184218,FALSE
"COL8A1","CA_ExN","DDR1",TRUE,-0.279027678679891,0.906303360900223,FALSE
"COL8A1","CA_ExN","ITGA1",TRUE,0.344646352487748,0.904447427619191,FALSE
"COL8A1","CA_ExN","ITGA10",TRUE,0.404159577096191,NA,FALSE
"COL8A1","CA_ExN","ITGA11",TRUE,-1.75416056072771,NA,FALSE
"COL8A1","CA_ExN","ITGA2",TRUE,-1.07028471519217,0.476494513669547,FALSE
"COL8A1","CA_ExN","ITGB1",TRUE,0.384350998952564,0.561388060435242,FALSE
"COL8A1","InN","DDR1",TRUE,0.0206812433085488,0.999999168950171,FALSE
"COL8A1","InN","ITGA1",TRUE,0.186759973838063,0.999999168950171,FALSE
"COL8A1","InN","ITGA10",TRUE,0.312862919383745,0.999999168950171,FALSE
"COL8A1","InN","ITGA11",TRUE,-1.20719848169505,0.999999168950171,FALSE
"COL8A1","InN","ITGA2",TRUE,-0.0336488454175189,0.999999168950171,FALSE
"COL8A1","InN","ITGB1",TRUE,-0.0275778685504261,0.999999168950171,FALSE
"APOD","DG_GC","LEPR",TRUE,0.0256873785715133,0.996899596868652,FALSE
"APOD","CA_ExN","LEPR",TRUE,0.235853567730156,0.864039656351009,FALSE
"APOD","InN","LEPR",TRUE,-0.182048536889182,0.999999168950171,FALSE
"KITLG","DG_GC","EPOR",TRUE,0.249726542838213,0.970840701495738,FALSE
"KITLG","DG_GC","KIT",TRUE,-1.44043069727451,0.731901704436484,FALSE
"KITLG","DG_GC","LRRN3",TRUE,0.0545210259330177,0.977918203184218,FALSE
"KITLG","CA_ExN","EPOR",TRUE,-0.514630826851515,NA,FALSE
"KITLG","CA_ExN","KIT",TRUE,0.381608975299073,0.90863552258457,FALSE
"KITLG","CA_ExN","LRRN3",TRUE,-0.097725209332428,0.945620603095628,FALSE
"KITLG","InN","EPOR",TRUE,0.102988132494465,0.999999168950171,FALSE
"KITLG","InN","KIT",TRUE,-0.0562528278451072,0.999999168950171,FALSE
"KITLG","InN","LRRN3",TRUE,-0.0303592422833485,0.999999168950171,FALSE
"EFEMP1","DG_GC","EGFR",TRUE,-0.635052789424344,0.944398067642902,FALSE
"EFEMP1","CA_ExN","EGFR",TRUE,-0.587910753886077,0.806956158903916,FALSE
"EFEMP1","InN","EGFR",TRUE,0.0791853386970709,0.999999168950171,FALSE
"DKK2","DG_GC","KREMEN1",TRUE,-0.288593657496015,0.900220431934014,FALSE
"DKK2","DG_GC","KREMEN2",FALSE,NA,NA,FALSE
"DKK2","DG_GC","LRP5",TRUE,0.039235782293532,0.997928514554882,FALSE
"DKK2","DG_GC","LRP6",TRUE,0.0355219913593739,0.985579053177136,FALSE
"DKK2","CA_ExN","KREMEN1",TRUE,-0.408429249537601,0.787818917310108,FALSE
"DKK2","CA_ExN","KREMEN2",TRUE,0.277998974542265,NA,FALSE
"DKK2","CA_ExN","LRP5",TRUE,-0.522654674874504,NA,FALSE
"DKK2","CA_ExN","LRP6",TRUE,-0.0877482472900457,0.90863552258457,FALSE
"DKK2","InN","KREMEN1",TRUE,0.309654250422354,0.999999168950171,FALSE
"DKK2","InN","KREMEN2",FALSE,NA,NA,FALSE
"DKK2","InN","LRP5",TRUE,-0.275392381167053,0.999999168950171,FALSE
"DKK2","InN","LRP6",TRUE,-0.0278678262729811,0.999999168950171,FALSE
"IL15","DG_GC","IL15RA",TRUE,0.130529384543478,0.990210008961215,FALSE
"IL15","DG_GC","IL2RA",FALSE,NA,NA,FALSE
"IL15","DG_GC","IL2RB",TRUE,-0.903625207279626,0.91131152125903,FALSE
"IL15","DG_GC","IL2RG",FALSE,NA,NA,FALSE
"IL15","CA_ExN","IL15RA",TRUE,-2.17508547709325,NA,FALSE
"IL15","CA_ExN","IL2RA",TRUE,-0.670669273163421,NA,FALSE
"IL15","CA_ExN","IL2RB",FALSE,NA,NA,FALSE
"IL15","CA_ExN","IL2RG",FALSE,NA,NA,FALSE
"IL15","InN","IL15RA",TRUE,0.0108117195058925,0.999999168950171,FALSE
"IL15","InN","IL2RA",FALSE,NA,NA,FALSE
"IL15","InN","IL2RB",FALSE,NA,NA,FALSE
"IL15","InN","IL2RG",FALSE,NA,NA,FALSE
"APOC1","DG_GC","VLDLR",TRUE,-0.190713688335419,0.933823157402395,FALSE
"APOC1","CA_ExN","VLDLR",TRUE,-0.193609082689821,0.865834348784397,FALSE
"APOC1","InN","VLDLR",TRUE,-0.0393871906275405,0.999999168950171,FALSE
"LGALS9","DG_GC","CD44",TRUE,-0.396550593095893,0.970840701495738,FALSE
"LGALS9","DG_GC","CD47",TRUE,0.157801254451118,0.769250873411489,FALSE
"LGALS9","DG_GC","HAVCR2",TRUE,0.0505460858805117,0.983622445345447,FALSE
"LGALS9","DG_GC","MRC2",TRUE,-0.240835646648921,0.961897024384685,FALSE
"LGALS9","DG_GC","PTPRC",TRUE,-0.824829773113448,0.907827479582556,FALSE
"LGALS9","DG_GC","SLC1A5",TRUE,-0.42280574714932,0.974307716194561,FALSE
"LGALS9","CA_ExN","CD44",TRUE,-0.655348713566707,0.871028615224094,FALSE
"LGALS9","CA_ExN","CD47",TRUE,-0.106047225368786,0.900777722470225,FALSE
"LGALS9","CA_ExN","HAVCR2",TRUE,0.178697919762142,0.836152582523718,FALSE
"LGALS9","CA_ExN","MRC2",TRUE,0.315955138529572,NA,FALSE
"LGALS9","CA_ExN","PTPRC",TRUE,-0.29025941885917,0.888952563031226,FALSE
"LGALS9","CA_ExN","SLC1A5",TRUE,-0.2337251809596,NA,FALSE
"LGALS9","InN","CD44",TRUE,1.12350190457275,0.999999168950171,FALSE
"LGALS9","InN","CD47",TRUE,-0.135063760077399,0.999999168950171,FALSE
"LGALS9","InN","HAVCR2",TRUE,0.0922404345730811,0.999999168950171,FALSE
"LGALS9","InN","MRC2",TRUE,0.2808205250228,0.999999168950171,FALSE
"LGALS9","InN","PTPRC",TRUE,0.663226592622941,0.999999168950171,FALSE
"LGALS9","InN","SLC1A5",TRUE,0.685989079813733,0.999999168950171,FALSE
"SERPINE1","DG_GC","F12",TRUE,-0.808737720868461,0.90309459063626,FALSE
"SERPINE1","DG_GC","ITGAV",TRUE,0.244522600303994,0.909847671046189,FALSE
"SERPINE1","DG_GC","ITGB5",TRUE,0.345639482080157,0.924386051777014,FALSE
"SERPINE1","DG_GC","LRP1",TRUE,0.0385089539316071,0.992510002795072,FALSE
"SERPINE1","DG_GC","LRP2",TRUE,-0.222806247621789,0.984304708748227,FALSE
"SERPINE1","DG_GC","PLAT",TRUE,0.0261420642854143,0.99744510977151,FALSE
"SERPINE1","DG_GC","PLAU",FALSE,NA,NA,FALSE
"SERPINE1","DG_GC","PLAUR",TRUE,0.305264965721036,0.966657220131765,FALSE
"SERPINE1","CA_ExN","F12",TRUE,-0.691459130983743,0.78510565849754,FALSE
"SERPINE1","CA_ExN","ITGAV",TRUE,0.285941596485611,0.882569127369636,FALSE
"SERPINE1","CA_ExN","ITGB5",TRUE,0.559382056995859,0.736784518068189,FALSE
"SERPINE1","CA_ExN","LRP1",TRUE,-0.159111655203436,0.88865713372797,FALSE
"SERPINE1","CA_ExN","LRP2",TRUE,-0.871923529084548,0.643077086827924,FALSE
"SERPINE1","CA_ExN","PLAT",TRUE,-1.30986805058398,NA,FALSE
"SERPINE1","CA_ExN","PLAU",FALSE,NA,NA,FALSE
"SERPINE1","CA_ExN","PLAUR",TRUE,-0.527860633002937,NA,FALSE
"SERPINE1","InN","F12",TRUE,0.0839673622892198,0.999999168950171,FALSE
"SERPINE1","InN","ITGAV",TRUE,-0.203445578649734,0.999999168950171,FALSE
"SERPINE1","InN","ITGB5",TRUE,-0.172392965815181,0.999999168950171,FALSE
"SERPINE1","InN","LRP1",TRUE,0.144929341541353,0.999999168950171,FALSE
"SERPINE1","InN","LRP2",TRUE,0.293256348800344,0.999999168950171,FALSE
"SERPINE1","InN","PLAT",TRUE,-0.122419874876209,0.999999168950171,FALSE
"SERPINE1","InN","PLAU",FALSE,NA,NA,FALSE
"SERPINE1","InN","PLAUR",TRUE,-0.436220766243378,0.999999168950171,FALSE
"SPON1","DG_GC","APP",TRUE,0.141193686718907,0.945959275812764,FALSE
"SPON1","DG_GC","LRP8",TRUE,-0.0701860036390384,0.981862526956612,FALSE
"SPON1","CA_ExN","APP",TRUE,0.146964879596586,0.856018302358897,FALSE
"SPON1","CA_ExN","LRP8",TRUE,0.0065300851919032,0.996043998790529,FALSE
"SPON1","InN","APP",TRUE,0.00325849356659722,0.999999168950171,FALSE
"SPON1","InN","LRP8",TRUE,-0.167340855614588,0.999999168950171,FALSE
"CYTL1","DG_GC","CCR2",FALSE,NA,NA,FALSE
"CYTL1","CA_ExN","CCR2",FALSE,NA,NA,FALSE
"CYTL1","InN","CCR2",FALSE,NA,NA,FALSE
"APOE","DG_GC","APP",TRUE,0.141193686718907,0.945959275812764,FALSE
"APOE","DG_GC","LDLR",TRUE,-0.496756220572528,0.88223716606248,FALSE
"APOE","DG_GC","LRP1",TRUE,0.0385089539316071,0.992510002795072,FALSE
"APOE","DG_GC","LRP2",TRUE,-0.222806247621789,0.984304708748227,FALSE
"APOE","DG_GC","LRP5",TRUE,0.039235782293532,0.997928514554882,FALSE
"APOE","DG_GC","LRP8",TRUE,-0.0701860036390384,0.981862526956612,FALSE
"APOE","DG_GC","SCARB1",TRUE,-0.126235022202331,0.957320443714379,FALSE
"APOE","DG_GC","SORL1",TRUE,-0.0796396322563923,0.985079489818338,FALSE
"APOE","DG_GC","TREM2",FALSE,NA,NA,FALSE
"APOE","DG_GC","VLDLR",TRUE,-0.190713688335419,0.933823157402395,FALSE
"APOE","CA_ExN","APP",TRUE,0.146964879596586,0.856018302358897,FALSE
"APOE","CA_ExN","LDLR",TRUE,0.575574220109409,0.760845650494327,FALSE
"APOE","CA_ExN","LRP1",TRUE,-0.159111655203436,0.88865713372797,FALSE
"APOE","CA_ExN","LRP2",TRUE,-0.871923529084548,0.643077086827924,FALSE
"APOE","CA_ExN","LRP5",TRUE,-0.522654674874504,NA,FALSE
"APOE","CA_ExN","LRP8",TRUE,0.0065300851919032,0.996043998790529,FALSE
"APOE","CA_ExN","SCARB1",TRUE,-0.0914940638334174,0.922271432373789,FALSE
"APOE","CA_ExN","SORL1",TRUE,-0.147491716109037,0.900777722470225,FALSE
"APOE","CA_ExN","TREM2",TRUE,1.31120818580126,NA,FALSE
"APOE","CA_ExN","VLDLR",TRUE,-0.193609082689821,0.865834348784397,FALSE
"APOE","InN","APP",TRUE,0.00325849356659722,0.999999168950171,FALSE
"APOE","InN","LDLR",TRUE,0.390028917462761,0.999999168950171,FALSE
"APOE","InN","LRP1",TRUE,0.144929341541353,0.999999168950171,FALSE
"APOE","InN","LRP2",TRUE,0.293256348800344,0.999999168950171,FALSE
"APOE","InN","LRP5",TRUE,-0.275392381167053,0.999999168950171,FALSE
"APOE","InN","LRP8",TRUE,-0.167340855614588,0.999999168950171,FALSE
"APOE","InN","SCARB1",TRUE,0.0301180749498122,0.999999168950171,FALSE
"APOE","InN","SORL1",TRUE,-0.167458538262978,0.999999168950171,FALSE
"APOE","InN","TREM2",FALSE,NA,NA,FALSE
"APOE","InN","VLDLR",TRUE,-0.0393871906275405,0.999999168950171,FALSE
"AZGP1","DG_GC","ITGAV",TRUE,0.244522600303994,0.909847671046189,FALSE
"AZGP1","CA_ExN","ITGAV",TRUE,0.285941596485611,0.882569127369636,FALSE
"AZGP1","InN","ITGAV",TRUE,-0.203445578649734,0.999999168950171,FALSE
"COL4A2","DG_GC","CD93",FALSE,NA,NA,FALSE
"COL4A2","DG_GC","DDR1",TRUE,-0.141611829618904,0.981862526956612,FALSE
"COL4A2","DG_GC","DDR2",TRUE,-0.731330138816123,0.786589583035148,FALSE
"COL4A2","DG_GC","ITGA1",TRUE,-0.378373662167379,0.925825982946855,FALSE
"COL4A2","DG_GC","ITGA10",TRUE,-0.00858276332533285,0.999644387865718,FALSE
"COL4A2","DG_GC","ITGA11",TRUE,0.604626434615737,0.932695646042556,FALSE
"COL4A2","DG_GC","ITGA2",TRUE,-0.598915291445191,0.941928873496197,FALSE
"COL4A2","DG_GC","ITGB1",TRUE,0.114396356685991,0.977918203184218,FALSE
"COL4A2","DG_GC","ITGB3",TRUE,-0.593320021742561,0.907827479582556,FALSE
"COL4A2","DG_GC","ITGB5",TRUE,0.345639482080157,0.924386051777014,FALSE
"COL4A2","CA_ExN","CD93",FALSE,NA,NA,FALSE
"COL4A2","CA_ExN","DDR1",TRUE,-0.279027678679891,0.906303360900223,FALSE
"COL4A2","CA_ExN","DDR2",TRUE,-0.0399048481752894,0.985195934209398,FALSE
"COL4A2","CA_ExN","ITGA1",TRUE,0.344646352487748,0.904447427619191,FALSE
"COL4A2","CA_ExN","ITGA10",TRUE,0.404159577096191,NA,FALSE
"COL4A2","CA_ExN","ITGA11",TRUE,-1.75416056072771,NA,FALSE
"COL4A2","CA_ExN","ITGA2",TRUE,-1.07028471519217,0.476494513669547,FALSE
"COL4A2","CA_ExN","ITGB1",TRUE,0.384350998952564,0.561388060435242,FALSE
"COL4A2","CA_ExN","ITGB3",TRUE,-0.307920857394585,NA,FALSE
"COL4A2","CA_ExN","ITGB5",TRUE,0.559382056995859,0.736784518068189,FALSE
"COL4A2","InN","CD93",TRUE,0.261172637124828,0.999999168950171,FALSE
"COL4A2","InN","DDR1",TRUE,0.0206812433085488,0.999999168950171,FALSE
"COL4A2","InN","DDR2",TRUE,0.298494626049648,0.999999168950171,FALSE
"COL4A2","InN","ITGA1",TRUE,0.186759973838063,0.999999168950171,FALSE
"COL4A2","InN","ITGA10",TRUE,0.312862919383745,0.999999168950171,FALSE
"COL4A2","InN","ITGA11",TRUE,-1.20719848169505,0.999999168950171,FALSE
"COL4A2","InN","ITGA2",TRUE,-0.0336488454175189,0.999999168950171,FALSE
"COL4A2","InN","ITGB1",TRUE,-0.0275778685504261,0.999999168950171,FALSE
"COL4A2","InN","ITGB3",TRUE,-0.304935056533339,0.999999168950171,FALSE
"COL4A2","InN","ITGB5",TRUE,-0.172392965815181,0.999999168950171,FALSE
