"tf","celltype","contrast","dz","p","padj"
"HOXC12","Endo","HAvYA",-0.105681981859046,0.287318536463911,0.985520413099923
"HOXC13","Endo","HAvYA",-0.196227664312954,0.22529742490874,0.985520413099923
"HOXD11","Endo","HAvYA",-0.115316892253224,0.395303033667785,0.985520413099923
"ISL2","Endo","HAvYA",-0.0260678288962408,0.840638804440129,0.985520413099923
"FOXK1","Endo","HAvYA",-0.0535618883279758,0.643049798273081,0.985520413099923
"GATA2","Endo","HAvYA",-0.176649640145615,0.262339498660712,0.985520413099923
"HIF1A","Endo","HAvYA",-0.0125981662914069,0.906257092334406,0.985520413099923
"MYC","Endo","HAvYA",0.061792728435538,0.661348866690592,0.985520413099923
"MYB","Endo","HAvYA",0.115320381842276,0.412667003558292,0.985520413099923
"MYCN","Endo","HAvYA",0.0444702160424292,0.73021375138551,0.985520413099923
"NEUROD1","Endo","HAvYA",-0.315684969737102,0.516511528125002,0.985520413099923
"NFIC","Endo","HAvYA",-0.155561955168347,0.652056282467524,0.985520413099923
"NFYA","Endo","HAvYA",0.0863427126064987,0.57439134729806,0.985520413099923
"NR1H4","Endo","HAvYA",-0.162145985350413,0.158346311271208,0.985520413099923
"NR2F2","Endo","HAvYA",-0.0665082281217353,0.546842712533574,0.985520413099923
"PAX5","Endo","HAvYA",-0.0501156002314577,0.665830847183524,0.985520413099923
"PBX3","Endo","HAvYA",-0.00626012775208726,0.960615707187229,0.985520413099923
"POU5F1","Endo","HAvYA",-0.0669376068008273,0.743838985728208,0.985520413099923
"RBPJ","Endo","HAvYA",-0.0811763130841633,0.586918924512538,0.985520413099923
"RELB","Endo","HAvYA",-0.153396595310402,0.294735809753618,0.985520413099923
"SIX1","Endo","HAvYA",-0.270085051107664,0.0648959509608825,0.985520413099923
"SIX2","Endo","HAvYA",-0.0980573505226854,0.534791633299465,0.985520413099923
"SOX10","Endo","HAvYA",-0.186333339510885,0.136276788245833,0.985520413099923
"SOX13","Endo","HAvYA",-0.277916582547584,0.162242738848461,0.985520413099923
"TEAD2","Endo","HAvYA",-0.168017755632825,0.348027018995255,0.985520413099923
"TFDP1","Endo","HAvYA",-0.0526398328491569,0.801414621587331,0.985520413099923
"ZBTB7A","Endo","HAvYA",-0.150695434799714,0.612462261859705,0.985520413099923
"ZEB1","Endo","HAvYA",-0.142355563986285,0.672667700186822,0.985520413099923
"ZNF24","Endo","HAvYA",-0.230357984750169,0.450988607090316,0.985520413099923
"ZNF384","Endo","HAvYA",-0.0258582350077285,0.925189035901608,0.985520413099923
"ZNF282","Endo","HAvYA",-0.195082402120365,0.224428477264601,0.985520413099923
"ZSCAN4","Endo","HAvYA",-0.380245390544645,0.0816379110989127,0.985520413099923
"GATA3","Endo","HAvYA",-0.18631519766709,0.125618098390334,0.985520413099923
"FOS::JUN","Endo","HAvYA",-0.0446250900548204,0.938517862066454,0.985520413099923
"FOS::JUN(var.2)","Endo","HAvYA",-0.25490891696631,0.117734872871436,0.985520413099923
"FOSB::JUN","Endo","HAvYA",-0.211452867245641,0.187731725774105,0.985520413099923
"FOSL1::JUN","Endo","HAvYA",-0.0612343435944558,0.916138589730558,0.985520413099923
"FOSL1::JUN(var.2)","Endo","HAvYA",-0.176899418884898,0.353960891969735,0.985520413099923
"FOSL2::JUN","Endo","HAvYA",-0.0281191652295072,0.960885629520895,0.985520413099923
"FOSL2::JUN(var.2)","Endo","HAvYA",-0.282140734071158,0.16424775236167,0.985520413099923
"JUN::JUNB","Endo","HAvYA",-0.0313786658059754,0.95053939087449,0.985520413099923
"JUN::JUNB(var.2)","Endo","HAvYA",-0.138514583676104,0.470882287638617,0.985520413099923
"FOS::JUNB","Endo","HAvYA",-0.0802734347546119,0.889195432984613,0.985520413099923
"FOSB::JUNB","Endo","HAvYA",-0.0541858024156279,0.92456736767647,0.985520413099923
"FOSB::JUNB(var.2)","Endo","HAvYA",-0.20281587184995,0.236672109552363,0.985520413099923
"FOSL1::JUNB","Endo","HAvYA",-0.0980280425021467,0.860845620451199,0.985520413099923
"FOSL2::JUNB","Endo","HAvYA",-0.0402272379747959,0.94398399828711,0.985520413099923
"FOSL2::JUNB(var.2)","Endo","HAvYA",-0.263437349725324,0.209330072168673,0.985520413099923
"FOS::JUND","Endo","HAvYA",-0.0976865684996893,0.870793835889128,0.985520413099923
"FOSL1::JUND","Endo","HAvYA",-0.078380922832519,0.885288353521225,0.985520413099923
"FOSL1::JUND(var.2)","Endo","HAvYA",-0.0812048432193484,0.67498465700755,0.985520413099923
"FOSL2::JUND","Endo","HAvYA",-0.0577404854872399,0.918852646054643,0.985520413099923
"FOSL2::JUND(var.2)","Endo","HAvYA",-0.207518215362453,0.236725523099596,0.985520413099923
"NR1H4::RXRA","Endo","HAvYA",-0.106882053156674,0.420988088024342,0.985520413099923
"NR4A2::RXRA","Endo","HAvYA",-0.109490273164255,0.515947501243332,0.985520413099923
"PPARA::RXRA","Endo","HAvYA",0.10740835633077,0.439121784355134,0.985520413099923
"RARA::RXRG","Endo","HAvYA",-0.0701310491596628,0.506783740205927,0.985520413099923
"RORB","Endo","HAvYA",-0.0474559556003022,0.701220556462592,0.985520413099923
"RORC","Endo","HAvYA",-0.064792002470585,0.618569106057938,0.985520413099923
"SOX15","Endo","HAvYA",-0.26222247320138,0.0637065412279038,0.985520413099923
"TFE3","Endo","HAvYA",0.178155973226813,0.225395380130936,0.985520413099923
"VDR","Endo","HAvYA",-0.161373543281485,0.202600983426728,0.985520413099923
"IRF3","Endo","HAvYA",-0.107746050554008,0.645396082013649,0.985520413099923
"IRF4","Endo","HAvYA",0.135420707089256,0.524307187707287,0.985520413099923
"IRF5","Endo","HAvYA",-0.0175875570425902,0.908213561502964,0.985520413099923
"TCF7L1","Endo","HAvYA",-0.380803820040571,0.0221772438447811,0.985520413099923
"ARGFX","Endo","HAvYA",-0.135080036901804,0.575316876085678,0.985520413099923
"ARNT2","Endo","HAvYA",0.0890784056719776,0.434593959203307,0.985520413099923
"ATF6","Endo","HAvYA",-0.00779805972222847,0.940499016829966,0.985520413099923
"ATOH1(var.2)","Endo","HAvYA",-0.205989214202261,0.632764376295526,0.985520413099923
"ATOH7","Endo","HAvYA",-0.0507490945285535,0.818703358373691,0.985520413099923
"BACH2","Endo","HAvYA",0.131844870001431,0.789517114648127,0.985520413099923
"BACH2(var.2)","Endo","HAvYA",-0.153036302011065,0.236409931476094,0.985520413099923
"BARX2","Endo","HAvYA",0.038078011404741,0.812415873430439,0.985520413099923
"BHLHA15(var.2)","Endo","HAvYA",-0.182954524960097,0.630500224599729,0.985520413099923
"CDX4","Endo","HAvYA",-0.0670448354561061,0.745956078950627,0.985520413099923
"CREB3L4","Endo","HAvYA",-0.0254370877420046,0.855498233706027,0.985520413099923
"CREB3L4(var.2)","Endo","HAvYA",-0.100860704163659,0.600811871144735,0.985520413099923
"DLX5","Endo","HAvYA",0.0151514322580026,0.927343462359759,0.985520413099923
"DMRTA2","Endo","HAvYA",-0.143078679633102,0.46162375102426,0.985520413099923
"DMRTC2","Endo","HAvYA",-0.135667384395289,0.538791951640916,0.985520413099923
"DPRX","Endo","HAvYA",-0.174497283514372,0.265237604212433,0.985520413099923
"DRGX","Endo","HAvYA",-0.15315458396344,0.313277658115477,0.985520413099923
"ELF2","Endo","HAvYA",-0.0233272964647122,0.945406688577257,0.985520413099923
"ETS2","Endo","HAvYA",-0.0924300423734539,0.79143032923457,0.985520413099923
"FERD3L","Endo","HAvYA",-0.18886719811927,0.61695678025642,0.985520413099923
"FOXE1","Endo","HAvYA",-0.378734174262918,0.12207584825264,0.985520413099923
"FOXN3","Endo","HAvYA",-0.0937202477204075,0.471297983861167,0.985520413099923
"GLI3","Endo","HAvYA",-0.135593537262752,0.590888130504088,0.985520413099923
"HES6","Endo","HAvYA",0.095329105438957,0.522987655113184,0.985520413099923
"HNF4A(var.2)","Endo","HAvYA",-0.00769109583811201,0.958836206553071,0.985520413099923
"HOXA1","Endo","HAvYA",-0.1291750265705,0.335428068881637,0.985520413099923
"HOXA4","Endo","HAvYA",-0.124173524614425,0.531292896864495,0.985520413099923
"HOXA6","Endo","HAvYA",-0.0275048766801592,0.872225381770263,0.985520413099923
"HOXA7","Endo","HAvYA",-0.129628743820029,0.319485679368631,0.985520413099923
"HOXB4","Endo","HAvYA",-0.101823766137239,0.563365378041788,0.985520413099923
"HOXB6","Endo","HAvYA",-0.127744527210009,0.426772579435864,0.985520413099923
"HOXB7","Endo","HAvYA",-0.0600623981502406,0.717248132074922,0.985520413099923
"HOXB8","Endo","HAvYA",-0.0692585033089086,0.564829882442534,0.985520413099923
"HOXB9","Endo","HAvYA",-0.0314764610923945,0.823421208693163,0.985520413099923
"HOXC4","Endo","HAvYA",-0.0735184276547896,0.58982849193549,0.985520413099923
"HOXC8","Endo","HAvYA",-0.119266884205182,0.487899851257334,0.985520413099923
"HOXD10","Endo","HAvYA",-0.00950202765617567,0.939815608101549,0.985520413099923
"HOXD4","Endo","HAvYA",-0.058975727711308,0.791104928929017,0.985520413099923
"IKZF1","Endo","HAvYA",0.0214046142615352,0.951546427268973,0.985520413099923
"IRF6","Endo","HAvYA",0.141141102785277,0.379261776773309,0.985520413099923
"KLF10","Endo","HAvYA",-0.204581321052844,0.22529389976571,0.985520413099923
"KLF11","Endo","HAvYA",-0.199104657069266,0.246476509853912,0.985520413099923
"KLF15","Endo","HAvYA",-0.185011161243561,0.355120485760299,0.985520413099923
"KLF17","Endo","HAvYA",-0.193727841109161,0.34782883863835,0.985520413099923
"KLF2","Endo","HAvYA",-0.100692692636142,0.561968310949802,0.985520413099923
"KLF3","Endo","HAvYA",-0.103288151155986,0.592172100512586,0.985520413099923
"KLF6","Endo","HAvYA",-0.00906680648995728,0.965184831230734,0.985520413099923
"LHX1","Endo","HAvYA",-0.0381172379838025,0.789112754580096,0.985520413099923
"LHX5","Endo","HAvYA",-0.0698067225457867,0.681988135822921,0.985520413099923
"MAF","Endo","HAvYA",-0.0941798889120062,0.662624447976301,0.985520413099923
"MAFA","Endo","HAvYA",-0.0608159363710427,0.776757079705662,0.985520413099923
"MAZ","Endo","HAvYA",-0.178959701846262,0.184728184260103,0.985520413099923
"MSANTD3","Endo","HAvYA",-0.295093945351541,0.184091445868463,0.985520413099923
"MSGN1","Endo","HAvYA",-0.196069012504082,0.447689462023088,0.985520413099923
"NFATC4","Endo","HAvYA",-0.115484210085263,0.551599483566758,0.985520413099923
"NFIC(var.2)","Endo","HAvYA",-0.0257551603090709,0.900659258154678,0.985520413099923
"NFIX(var.2)","Endo","HAvYA",-0.0195193416659468,0.913900743849148,0.985520413099923
"NHLH2","Endo","HAvYA",-0.27789468072204,0.459377394752381,0.985520413099923
"NKX6-3","Endo","HAvYA",-0.0211815332071007,0.864280210676937,0.985520413099923
"NR1D1","Endo","HAvYA",-0.0154122427476965,0.917948455413961,0.985520413099923
"NR1D2","Endo","HAvYA",-0.064300300433993,0.600541583297244,0.985520413099923
"NR1I2","Endo","HAvYA",-0.0777862130921906,0.541720924915414,0.985520413099923
"NR1I3","Endo","HAvYA",-0.0492609206107023,0.75633816382268,0.985520413099923
"NR2C1","Endo","HAvYA",-0.196265384444158,0.0472563355821545,0.985520413099923
"NR2C2(var.2)","Endo","HAvYA",-0.134809599596008,0.283171989707888,0.985520413099923
"NR2F1(var.2)","Endo","HAvYA",-0.177939232815701,0.145618225373952,0.985520413099923
"NR2F1(var.3)","Endo","HAvYA",-0.167959755296664,0.100183349988448,0.985520413099923
"NR2F6(var.3)","Endo","HAvYA",-0.172342459746995,0.224089466640364,0.985520413099923
"NR5A1","Endo","HAvYA",-0.111043956424737,0.313947179779343,0.985520413099923
"NR6A1","Endo","HAvYA",-0.00546235297707937,0.95959072983181,0.985520413099923
"OSR1","Endo","HAvYA",-0.275929963173342,0.173369529003387,0.985520413099923
"OVOL1","Endo","HAvYA",0.0318904480309536,0.736004191520892,0.985520413099923
"OVOL2","Endo","HAvYA",-0.101742200369892,0.37416113514542,0.985520413099923
"PAX3(var.2)","Endo","HAvYA",-0.193086834569138,0.078007379771312,0.985520413099923
"PITX2","Endo","HAvYA",0.00878312880796017,0.947755296957573,0.985520413099923
"PLAGL2","Endo","HAvYA",-0.123815631206762,0.332368874809907,0.985520413099923
"POU6F1(var.2)","Endo","HAvYA",0.0487010881801055,0.779638845420082,0.985520413099923
"PPARD","Endo","HAvYA",0.0106547054524464,0.927070098717775,0.985520413099923
"RARB(var.3)","Endo","HAvYA",-0.0244205813525477,0.836358920802678,0.985520413099923
"RARG(var.3)","Endo","HAvYA",-0.0829025131760888,0.468127031326526,0.985520413099923
"RFX7","Endo","HAvYA",-0.117915169936797,0.476540917051392,0.985520413099923
"RXRB(var.2)","Endo","HAvYA",-0.0589819630742248,0.632436112055727,0.985520413099923
"RXRG(var.2)","Endo","HAvYA",-0.150240684510285,0.293953244833549,0.985520413099923
"SMAD5","Endo","HAvYA",-0.203309841043317,0.0142224192990412,0.985520413099923
"SNAI1","Endo","HAvYA",-0.144557323123012,0.661143895836292,0.985520413099923
"SNAI3","Endo","HAvYA",-0.126273461950072,0.727293489704583,0.985520413099923
"SOHLH2","Endo","HAvYA",0.168597165045752,0.11398989111675,0.985520413099923
"SOX12","Endo","HAvYA",-0.150425437161095,0.224016550782254,0.985520413099923
"SOX14","Endo","HAvYA",-0.180790234731141,0.237047336705185,0.985520413099923
"SOX18","Endo","HAvYA",0.0989727189074595,0.550429844782897,0.985520413099923
"SP9","Endo","HAvYA",-0.194332832631814,0.315476361105943,0.985520413099923
"TBX18","Endo","HAvYA",-0.153075424838894,0.405124991444238,0.985520413099923
"TBX3","Endo","HAvYA",0.0240776022234004,0.911188255587258,0.985520413099923
"TBX6","Endo","HAvYA",-0.0423147537019373,0.855561026950771,0.985520413099923
"TCF21(var.2)","Endo","HAvYA",-0.110467739546172,0.613795893970077,0.985520413099923
"TFAP2E","Endo","HAvYA",-0.0361452520073563,0.824301538046454,0.985520413099923
"TFAP4(var.2)","Endo","HAvYA",-0.19036415212652,0.316689089576621,0.985520413099923
"TGIF2LX","Endo","HAvYA",-0.0493601615112615,0.825601990263612,0.985520413099923
"TGIF2LY","Endo","HAvYA",-0.0365343134906896,0.837924269506704,0.985520413099923
"THAP11","Endo","HAvYA",-0.281148180849307,0.0668528339904614,0.985520413099923
"THRB","Endo","HAvYA",-0.130361704884252,0.314051593757098,0.985520413099923
"THRB(var.2)","Endo","HAvYA",-0.195846318527726,0.265425219707856,0.985520413099923
"THRB(var.3)","Endo","HAvYA",-0.148916945636039,0.324701141870875,0.985520413099923
"TLX2","Endo","HAvYA",-0.116648912969275,0.575923949229669,0.985520413099923
"VEZF1","Endo","HAvYA",-0.21733319926921,0.244683019571389,0.985520413099923
"ZBTB26","Endo","HAvYA",-0.118021994038411,0.436686312532579,0.985520413099923
"ZBTB32","Endo","HAvYA",-0.141338930865073,0.196939787070609,0.985520413099923
"ZBTB6","Endo","HAvYA",-0.0668370850785741,0.661975607599164,0.985520413099923
"ZFP57","Endo","HAvYA",-0.0824046297171521,0.528691778306791,0.985520413099923
"ZIC5","Endo","HAvYA",-0.0794493452488397,0.624577436988673,0.985520413099923
"ZKSCAN1","Endo","HAvYA",-0.0820571292711579,0.411134935387663,0.985520413099923
"ZNF135","Endo","HAvYA",-0.0975679570550848,0.479129401839627,0.985520413099923
"ZNF136","Endo","HAvYA",-0.122757789914091,0.308429364034101,0.985520413099923
"ZNF140","Endo","HAvYA",-0.0695816270330363,0.644419349271773,0.985520413099923
"ZNF274","Endo","HAvYA",0.0527205137310794,0.763091108745124,0.985520413099923
"ZNF317","Endo","HAvYA",-0.0836490474216895,0.748934025410088,0.985520413099923
"ZNF382","Endo","HAvYA",-0.149062265518065,0.294636370740755,0.985520413099923
"ZNF460","Endo","HAvYA",-0.0694122530083976,0.570551508521775,0.985520413099923
"ZNF528","Endo","HAvYA",-0.19488570986956,0.320171693221563,0.985520413099923
"ZNF682","Endo","HAvYA",-0.0736615320945573,0.695233834277198,0.985520413099923
"ZNF684","Endo","HAvYA",-0.271180107292688,0.282701703953799,0.985520413099923
"ZNF75D","Endo","HAvYA",-0.144018553388964,0.465714056926996,0.985520413099923
"ZSCAN29","Endo","HAvYA",0.0114965252146239,0.924112105591463,0.985520413099923
"ASCL1","Endo","HAvYA",-0.144458957284647,0.704559736479561,0.985520413099923
"ATF3","Endo","HAvYA",-0.199997547688037,0.183818447873595,0.985520413099923
"BARHL1","Endo","HAvYA",-0.15279421942539,0.161102160139655,0.985520413099923
"BATF::JUN","Endo","HAvYA",-0.0702064409646448,0.893955611168768,0.985520413099923
"BCL6","Endo","HAvYA",-0.197657579555093,0.0706183271898888,0.985520413099923
"CDX1","Endo","HAvYA",-0.152065493908227,0.417180681272456,0.985520413099923
"E2F2","Endo","HAvYA",-0.034188405044508,0.783453294568467,0.985520413099923
"E2F3","Endo","HAvYA",-0.0416078061080761,0.725844906542295,0.985520413099923
"E2F4","Endo","HAvYA",0.0418490945965085,0.74856948402636,0.985520413099923
"EMX1","Endo","HAvYA",-0.172539359718712,0.284580824594903,0.985520413099923
"FOXD2","Endo","HAvYA",-0.366483796476816,0.207060617391184,0.985520413099923
"GATA5","Endo","HAvYA",-0.404255757641591,0.0933114100028192,0.985520413099923
"GFI1","Endo","HAvYA",-0.0854393129579908,0.544978122329952,0.985520413099923
"GLI2","Endo","HAvYA",-0.169865600496154,0.522750122130234,0.985520413099923
"GSX2","Endo","HAvYA",-0.172539359718712,0.284580824594903,0.985520413099923
"HES1","Endo","HAvYA",-0.0587281177862981,0.659583045635883,0.985520413099923
"HES2","Endo","HAvYA",0.0749711790231837,0.523695912191375,0.985520413099923
"HOXA13","Endo","HAvYA",-0.116913087305808,0.321174107161852,0.985520413099923
"HOXA2","Endo","HAvYA",-0.17802690564501,0.346764678183176,0.985520413099923
"HOXA5","Endo","HAvYA",-0.1291750265705,0.335428068881637,0.985520413099923
"HOXA9","Endo","HAvYA",-0.0183859200604606,0.87926931092755,0.985520413099923
"HOXB2","Endo","HAvYA",-0.172539359718712,0.284580824594903,0.985520413099923
"HOXB5","Endo","HAvYA",-0.1291750265705,0.335428068881637,0.985520413099923
"HOXC9","Endo","HAvYA",-0.0369466335763887,0.781097126104873,0.985520413099923
"HOXD13","Endo","HAvYA",-0.229261358759264,0.0827891276057793,0.985520413099923
"HOXD3","Endo","HAvYA",-0.172539359718712,0.284580824594903,0.985520413099923
"HOXD8","Endo","HAvYA",-0.129628743820029,0.319485679368631,0.985520413099923
"HOXD9","Endo","HAvYA",-0.114288490843246,0.471443028656614,0.985520413099923
"JUNB(var.2)","Endo","HAvYA",-0.208563540169812,0.326825642820859,0.985520413099923
"LHX9","Endo","HAvYA",-0.116648912969275,0.575923949229669,0.985520413099923
"LMX1A","Endo","HAvYA",-0.131294789182894,0.501694820518684,0.985520413099923
"LMX1B","Endo","HAvYA",-0.0838147905327026,0.711186776865538,0.985520413099923
"NEUROG1","Endo","HAvYA",-0.0694891423470833,0.7220289157779,0.985520413099923
"NRL","Endo","HAvYA",-0.2376140255836,0.179274902720078,0.985520413099923
"PITX1","Endo","HAvYA",-0.0241283650851818,0.85127056417591,0.985520413099923
"PRRX2","Endo","HAvYA",-0.116648912969275,0.575923949229669,0.985520413099923
"SOX4","Endo","HAvYA",-0.196615251490407,0.245815843490894,0.985520413099923
"SOX8","Endo","HAvYA",-0.258957323186905,0.0282698647994311,0.985520413099923
"SP1","Endo","HAvYA",-0.00640124800688024,0.979971609774384,0.989664390346231
"SP2","Endo","HAvYA",-0.187025175450559,0.288929924083136,0.985520413099923
"SP3","Endo","HAvYA",-0.16670540802962,0.441553208586295,0.985520413099923
"TCFL5","Endo","HAvYA",0.0959292247961432,0.519660763540749,0.985520413099923
"TFEC","Endo","HAvYA",0.0722709300047976,0.611188628126792,0.985520413099923
"ZNF740","Endo","HAvYA",-0.145388275225115,0.414666033436885,0.985520413099923
"ASCL1(var.2)","Endo","HAvYA",-0.0503697257319849,0.885533845559626,0.985520413099923
"ATF2","Endo","HAvYA",-0.14812400021932,0.286921310818606,0.985520413099923
"BACH1","Endo","HAvYA",-0.0877460793299243,0.826681987505989,0.985520413099923
"BATF","Endo","HAvYA",-0.0515145544276843,0.923252974210042,0.985520413099923
"BHLHE22(var.2)","Endo","HAvYA",-0.168586719232729,0.631656534860952,0.985520413099923
"CEBPG(var.2)","Endo","HAvYA",-0.16335943285344,0.515877024295265,0.985520413099923
"EBF3","Endo","HAvYA",-0.176302605939738,0.267651127059699,0.985520413099923
"HAND2","Endo","HAvYA",-0.283513814503203,0.390864790451954,0.985520413099923
"MEIS1(var.2)","Endo","HAvYA",-0.18706602213565,0.255691253273862,0.985520413099923
"MEIS2(var.2)","Endo","HAvYA",-0.272102648393205,0.1442004765033,0.985520413099923
"MYF5","Endo","HAvYA",-0.299517380968419,0.519083192371769,0.985520413099923
"NEUROG2(var.2)","Endo","HAvYA",-0.279320924781168,0.571729133146787,0.985520413099923
"NFIB","Endo","HAvYA",-0.0934589291490798,0.648999835537552,0.985520413099923
"NFYC","Endo","HAvYA",0.0333234913797467,0.849796236151628,0.985520413099923
"NKX2-2","Endo","HAvYA",-0.221486782717615,0.318265830840331,0.985520413099923
"OSR2","Endo","HAvYA",-0.14253637407682,0.61895255902071,0.985520413099923
"PRDM4","Endo","HAvYA",-0.0683563179769019,0.722161905513218,0.985520413099923
"TCF12(var.2)","Endo","HAvYA",-0.174958400391987,0.582361144839279,0.985520413099923
"ZBTB12","Endo","HAvYA",-0.0339126789845179,0.839313142485958,0.985520413099923
"ZBTB14","Endo","HAvYA",-0.166989882301978,0.332604710707119,0.985520413099923
"ZFP42","Endo","HAvYA",0.068609485963768,0.526851260211344,0.985520413099923
"ZKSCAN5","Endo","HAvYA",-0.0558083749232114,0.720118660819704,0.985520413099923
"ZNF148","Endo","HAvYA",-0.199994983189094,0.136543076067475,0.985520413099923
"ZNF16","Endo","HAvYA",-0.222522100684188,0.308591021550865,0.985520413099923
"ZNF341","Endo","HAvYA",-0.185123365914111,0.334110980953853,0.985520413099923
"ZNF449","Endo","HAvYA",0.00937352534623162,0.959719284456403,0.985520413099923
"ZNF652","Endo","HAvYA",-0.182997921500992,0.176334947909614,0.985520413099923
"FOXA3","Endo","HAvYA",-0.0138451777257259,0.922813983908679,0.985520413099923
"ATF4","Endo","HAvYA",-0.0838579349382961,0.630192084718135,0.985520413099923
"BATF3","Endo","HAvYA",-0.105929494118412,0.834680965378567,0.985520413099923
"CDX2","Endo","HAvYA",-0.233210423405363,0.312278903602778,0.985520413099923
"CEBPA","Endo","HAvYA",-0.119699372061709,0.593059428618114,0.985520413099923
"CEBPD","Endo","HAvYA",0.0379649298564262,0.836064458922906,0.985520413099923
"CREB1","Endo","HAvYA",-0.237232345774848,0.108777872214756,0.985520413099923
"CTCFL","Endo","HAvYA",-0.246158479229577,0.107100862434715,0.985520413099923
"E2F6","Endo","HAvYA",-0.15974248364883,0.264730162798156,0.985520413099923
"EBF1","Endo","HAvYA",-0.134914318987144,0.488727260627415,0.985520413099923
"EGR1","Endo","HAvYA",-0.338047165669523,0.0842341971270747,0.985520413099923
"EHF","Endo","HAvYA",-0.0599447611816142,0.872529962813153,0.985520413099923
"ELF1","Endo","HAvYA",-0.247062911302054,0.449114768462323,0.985520413099923
"ELF3","Endo","HAvYA",-0.0948451281975837,0.765853629140332,0.985520413099923
"ESRRA","Endo","HAvYA",-0.0512706039634087,0.646437718206339,0.985520413099923
"ETV1","Endo","HAvYA",-0.171486939101309,0.661563289993572,0.985520413099923
"ETV4","Endo","HAvYA",-0.191501299683836,0.493381619240263,0.985520413099923
"ETV5","Endo","HAvYA",-0.191102057787919,0.579284661295488,0.985520413099923
"FOSL1","Endo","HAvYA",-0.0239414778736586,0.965217163387725,0.985520413099923
"FOXA1","Endo","HAvYA",-0.0568317823650617,0.687071431599931,0.985520413099923
"FOXA2","Endo","HAvYA",-0.0691302377882933,0.654091422760907,0.985520413099923
"FOXK2","Endo","HAvYA",-0.114303705382317,0.394103370388786,0.985520413099923
"FOXP1","Endo","HAvYA",-0.0984950924541669,0.478894764409395,0.985520413099923
"GABPA","Endo","HAvYA",-0.204103601380261,0.56770410698628,0.985520413099923
"GATA1","Endo","HAvYA",-0.100446975119349,0.446782886636624,0.985520413099923
"GATA4","Endo","HAvYA",-0.124618017400128,0.422881434577081,0.985520413099923
"GATA6","Endo","HAvYA",-0.0376188985705822,0.826956141274294,0.985520413099923
"GRHL2","Endo","HAvYA",-0.131215568191945,0.204579369984344,0.985520413099923
"HLF","Endo","HAvYA",-0.276456679265603,0.098518258301923,0.985520413099923
"HNF4A","Endo","HAvYA",-0.137390028889249,0.261449635717541,0.985520413099923
"HNF4G","Endo","HAvYA",-0.123196324788797,0.38234095743395,0.985520413099923
"HOXB13","Endo","HAvYA",0.0510975062036909,0.691217903825945,0.985520413099923
"JUNB","Endo","HAvYA",-0.108435022630767,0.827219436881798,0.985520413099923
"JUND","Endo","HAvYA",-0.0904895358442888,0.857452977365348,0.985520413099923
"KLF4","Endo","HAvYA",-0.120755134612327,0.3981226650678,0.985520413099923
"KLF9","Endo","HAvYA",-0.255403386172035,0.2348369602116,0.985520413099923
"LHX2","Endo","HAvYA",0.0436369846346405,0.801945606726017,0.985520413099923
"MAFF","Endo","HAvYA",-0.231286001468377,0.233690293008749,0.985520413099923
"MAFG","Endo","HAvYA",-0.109453491412271,0.545810617962305,0.985520413099923
"MAFK","Endo","HAvYA",-0.0353018149858426,0.894181104761037,0.985520413099923
"MEF2A","Endo","HAvYA",-0.120779670846755,0.669284785231793,0.985520413099923
"MITF","Endo","HAvYA",0.128674752905163,0.159215335833605,0.985520413099923
"MXI1","Endo","HAvYA",-0.0187874545690001,0.952347938547418,0.985520413099923
"MYOD1","Endo","HAvYA",-0.195542277935594,0.632610164462531,0.985520413099923
"MYOG","Endo","HAvYA",-0.119211100909976,0.730437101974198,0.985520413099923
"MZF1","Endo","HAvYA",-0.0675213496025174,0.615420711222308,0.985520413099923
"NFE2L1","Endo","HAvYA",-0.00858354846025589,0.976751998000762,0.989664390346231
"NFIL3","Endo","HAvYA",-0.314921371384937,0.0678038955842843,0.985520413099923
"NFYB","Endo","HAvYA",0.213708415740638,0.142306548800352,0.985520413099923
"NKX2-5","Endo","HAvYA",0.00413457334315012,0.977974290585604,0.989664390346231
"NR4A1","Endo","HAvYA",0.0376078338358702,0.751593675295225,0.985520413099923
"ONECUT1","Endo","HAvYA",-0.062957209658794,0.743278400891364,0.985520413099923
"OTX2","Endo","HAvYA",-0.082123131625378,0.679864307488572,0.985520413099923
"PBX2","Endo","HAvYA",-0.205369343424205,0.282800990140916,0.985520413099923
"PHOX2B","Endo","HAvYA",-0.300200481144074,0.325154285029227,0.985520413099923
"PKNOX1","Endo","HAvYA",0.00194898020714104,0.989998886237898,0.994158417945695
"POU2F3","Endo","HAvYA",-0.20304104380817,0.310892892632993,0.985520413099923
"PRDM1","Endo","HAvYA",0.0528020894989176,0.712763850061108,0.985520413099923
"RFX1","Endo","HAvYA",-0.142298073356955,0.573404550649086,0.985520413099923
"RFX3","Endo","HAvYA",-0.177736345083351,0.534974838467245,0.985520413099923
"RUNX3","Endo","HAvYA",-0.0838847354232692,0.641676907763381,0.985520413099923
"SCRT1","Endo","HAvYA",-0.0860769217420235,0.643499529045625,0.985520413099923
"SCRT2","Endo","HAvYA",-0.0303990892019901,0.881370702835085,0.985520413099923
"SNAI2","Endo","HAvYA",-0.0222245757312318,0.946285761921254,0.985520413099923
"SOX2","Endo","HAvYA",-0.311723894071402,0.0901851077075582,0.985520413099923
"SPI1","Endo","HAvYA",-0.0299995121915854,0.902697528792984,0.985520413099923
