celltype,set,gene,n_peaks,rna_sign,oriented_mean_lfc
Astro,all_secretome_linked,SCN1B,2,1,0.1512
Astro,all_secretome_linked,LGI4,1,1,-0.0514
Astro,all_secretome_linked,HAMP,3,-1,0.1149
Astro,all_secretome_linked,DMKN,3,1,-0.0622
Astro,all_secretome_linked,HSPB6,1,1,0.1346
Astro,all_secretome_linked,CATSPERG,1,1,0.046
Astro,all_secretome_linked,CCER2,1,1,-0.5373
Astro,all_secretome_linked,ACP7,1,1,-0.1265
Astro,all_secretome_linked,FCGBP,6,1,0.0239
Astro,all_secretome_linked,LTBP4,7,1,0.1538
Astro,all_secretome_linked,MIA,1,1,-0.0549
Astro,all_secretome_linked,TGFB1,2,1,0.1169
Astro,all_secretome_linked,CXCL17,1,-1,-0.0041
Astro,all_secretome_linked,CEACAM1,1,1,-0.4602
Astro,all_secretome_linked,PSG3,1,-1,-0.1561
Astro,all_secretome_linked,PSG8,9,1,-0.1722
Astro,all_secretome_linked,PSG6,1,1,0.0278
Astro,all_secretome_linked,PINLYP,2,1,-0.0796
Astro,all_secretome_linked,PLAUR,2,1,-0.2001
Astro,all_secretome_linked,PVR,1,-1,0.2498
Astro,all_secretome_linked,APOE,3,-1,0.1677
Astro,all_secretome_linked,APOC1,2,-1,0.245
Astro,all_secretome_linked,APOC4,1,1,-0.3651
Astro,all_secretome_linked,APOC2,4,-1,0.2784
Astro,all_secretome_linked,PGLYRP1,1,1,0.2502
Astro,all_secretome_linked,IGFL4,7,-1,0.114
Astro,all_secretome_linked,IGFL3,3,-1,0.3936
Astro,all_secretome_linked,FKRP,2,-1,-0.1485
Astro,all_secretome_linked,CA11,1,-1,-0.2097
Astro,all_secretome_linked,NTN5,1,1,0.2338
Astro,all_secretome_linked,TULP2,1,-1,-0.0096
Astro,all_secretome_linked,NUCB1,1,-1,-0.0096
Astro,all_secretome_linked,DKKL1,2,-1,-0.2217
Astro,all_secretome_linked,FLT3LG,2,1,-0.0674
Astro,all_secretome_linked,IL4I1,9,1,-0.0671
Astro,all_secretome_linked,EMC10,2,1,0.119
Astro,all_secretome_linked,CLEC11A,2,1,0.0405
Astro,all_secretome_linked,KLK6,1,1,0.0788
Astro,all_secretome_linked,KLK7,2,1,-0.3726
Astro,all_secretome_linked,IGLON5,2,-1,0.1475
Astro,all_secretome_linked,SIGLEC10,2,1,0.2309
Astro,all_secretome_linked,OSCAR,2,1,-0.1044
Astro,all_secretome_linked,LILRA2,1,1,-0.4683
Astro,all_secretome_linked,LILRB1,3,-1,0.1148
Astro,all_secretome_linked,FCAR,2,1,-0.2157
Astro,all_secretome_linked,SSC5D,4,1,0.5619
Astro,all_secretome_linked,EDDM13,2,-1,0.0784
Astro,all_secretome_linked,A1BG,1,1,0.0591
Astro,all_secretome_linked,ANGPT4,2,-1,0.3172
Astro,all_secretome_linked,RSPO4,2,1,-0.3302
Astro,all_secretome_linked,PDYN,2,1,0.1881
Astro,all_secretome_linked,ATRN,1,1,-0.1345
Astro,all_secretome_linked,C20orf27,2,1,-0.0317
Astro,all_secretome_linked,CHGB,2,1,-0.0571
Astro,all_secretome_linked,BMP2,3,1,0.3598
Astro,all_secretome_linked,ISM1,1,1,-0.4657
Astro,all_secretome_linked,FLRT3,1,-1,0.2704
Astro,all_secretome_linked,PCSK2,2,-1,0.0332
Astro,all_secretome_linked,CST3,2,1,0.0414
Astro,all_secretome_linked,CST7,3,-1,-0.1489
Astro,all_secretome_linked,ENTPD6,1,1,-0.0091
Astro,all_secretome_linked,ASIP,11,-1,-0.0352
Astro,all_secretome_linked,MMP24,1,-1,0.5016
Astro,all_secretome_linked,GDF5,3,1,-0.1325
Astro,all_secretome_linked,SOGA1,2,-1,-0.0939
Astro,all_secretome_linked,VSTM2L,2,1,-0.3609
Astro,all_secretome_linked,TGM2,1,1,-0.0131
Astro,all_secretome_linked,EMILIN3,1,1,-0.6375
Astro,all_secretome_linked,CCN5,1,1,-0.2124
Astro,all_secretome_linked,SDC4,1,1,0.3099
Astro,all_secretome_linked,WFDC2,2,1,-0.3606
Astro,all_secretome_linked,WFDC10B,1,1,-0.1082
Astro,all_secretome_linked,WFDC3,1,1,-0.0418
Astro,all_secretome_linked,PLTP,1,1,0.2675
Astro,all_secretome_linked,CD40,1,-1,0.0245
Astro,all_secretome_linked,SULF2,1,1,0.1106
Astro,all_secretome_linked,CBLN4,1,-1,0.3528
Astro,all_secretome_linked,BMP7,1,-1,-0.0321
Astro,all_secretome_linked,GNAS,21,1,0.1438
Astro,all_secretome_linked,EDN3,2,1,0.0259
Astro,all_secretome_linked,LAMA5,1,1,0.2407
Astro,all_secretome_linked,COL9A3,1,1,0.0185
Astro,all_secretome_linked,COL20A1,3,-1,0.1159
Astro,all_secretome_linked,TNFRSF6B,2,1,-0.1594
Astro,all_secretome_linked,LIPI,1,1,-0.1554
Astro,all_secretome_linked,CXADR,1,1,-0.0683
Astro,all_secretome_linked,APP,8,1,-0.0321
Astro,all_secretome_linked,ADAMTS1,2,1,0.299
Astro,all_secretome_linked,ADAMTS5,1,-1,-0.0789
Astro,all_secretome_linked,C21orf62,1,1,-0.1424
Astro,all_secretome_linked,IFNAR2,1,-1,-0.066
Astro,all_secretome_linked,DSCAM,91,1,0.0264
Astro,all_secretome_linked,ERVH48-1,2,1,-0.0341
Astro,all_secretome_linked,COL18A1,14,1,-0.0312
Astro,all_secretome_linked,COL6A1,1,-1,0.1455
Astro,all_secretome_linked,COL6A2,3,1,0.0326
Astro,all_secretome_linked,S100B,2,1,0.0283
Astro,all_secretome_linked,IL17RA,1,-1,0.1202
Astro,all_secretome_linked,ADA2,5,-1,0.0668
Astro,all_secretome_linked,C22orf39,1,1,0.1386
Astro,all_secretome_linked,SERPIND1,4,1,-0.0639
Astro,all_secretome_linked,IGLL1,1,1,-0.2045
Astro,all_secretome_linked,MMP11,1,-1,0.1537
Astro,all_secretome_linked,MIF,1,1,-0.0021
Astro,all_secretome_linked,EMID1,1,-1,0.2536
Astro,all_secretome_linked,TCN2,3,1,0.1226
Astro,all_secretome_linked,PLA2G3,1,1,-0.2401
Astro,all_secretome_linked,BPIFC,1,1,-0.2352
Astro,all_secretome_linked,TIMP3,3,-1,-0.0838
Astro,all_secretome_linked,APOL4,2,-1,-0.168
Astro,all_secretome_linked,APOL1,2,1,-0.1789
Astro,all_secretome_linked,C1QTNF6,2,1,0.0087
Astro,all_secretome_linked,LGALS1,1,1,0.206
Astro,all_secretome_linked,PDGFB,4,1,-0.3189
Astro,all_secretome_linked,CHADL,2,-1,-0.0188
Astro,all_secretome_linked,CCDC134,1,-1,0.1245
Astro,all_secretome_linked,SCUBE1,2,1,-0.1299
Astro,all_secretome_linked,FBLN1,3,-1,0.1379
Astro,all_secretome_linked,WNT7B,5,-1,0.5064
Astro,all_secretome_linked,TAFA5,61,-1,-0.0312
Astro,all_secretome_linked,CSF2RA,5,1,0.1577
Astro,all_secretome_linked,DHRSX,2,-1,0.1652
Astro,all_secretome_linked,ARSF,4,-1,0.1403
Astro,all_secretome_linked,MXRA5,2,1,0.2101
Astro,all_secretome_linked,ANOS1,1,1,0.3058
Astro,all_secretome_linked,VEGFD,2,1,-0.3773
Astro,all_secretome_linked,APOO,1,-1,-0.1594
Astro,all_secretome_linked,SRPX,1,1,-0.0209
Astro,all_secretome_linked,NYX,1,1,0.1172
Astro,all_secretome_linked,NDP,2,-1,0.0972
Astro,all_secretome_linked,DIPK2B,1,1,-0.3004
Astro,all_secretome_linked,TIMP1,1,1,0.0886
Astro,all_secretome_linked,CFP,2,-1,-0.1454
Astro,all_secretome_linked,PCSK1N,2,1,-0.1811
Astro,all_secretome_linked,EDA,5,1,-0.0018
Astro,all_secretome_linked,PDZD11,1,1,0.0357
Astro,all_secretome_linked,SRPX2,2,1,0.4008
Astro,all_secretome_linked,COL4A6,2,1,0.0777
Astro,all_secretome_linked,COL4A5,9,1,0.2127
Astro,all_secretome_linked,CHRDL1,1,-1,-0.0575
Astro,all_secretome_linked,PGRMC1,1,1,0.1415
Astro,all_secretome_linked,APLN,2,1,0.0793
Astro,all_secretome_linked,ENOX2,38,-1,-0.0169
Astro,all_secretome_linked,IGSF1,11,-1,0.0185
Astro,all_secretome_linked,GPC4,2,1,-0.0002
Astro,all_secretome_linked,FGF13,15,-1,-0.016
Astro,all_secretome_linked,CD99L2,1,-1,0.1228
Astro,all_secretome_linked,BGN,1,1,-0.1064
Astro,all_secretome_linked,FAM3A,1,1,0.1219
Astro,all_secretome_linked,F8,3,1,0.3054
Micro,frozen_hit_linked,CYTL1,2,1,0.2968
Micro,frozen_hit_linked,IL15,8,1,0.5724
Micro,frozen_hit_linked,SERPINE1,1,1,0.7837
Micro,frozen_hit_linked,ASAH1,2,1,0.3336
Micro,frozen_hit_linked,SPON1,1,1,1.8344
Micro,frozen_hit_linked,LUZP2,24,-1,0.1215
Micro,frozen_hit_linked,GLT1D1,3,-1,0.4499
Micro,frozen_hit_linked,NPC2,1,1,-0.1694
Micro,frozen_hit_linked,LGALS9,3,1,-0.3252
Micro,frozen_hit_linked,LIPG,4,1,0.2264
Micro,frozen_hit_linked,APOE,3,1,0.3739
Micro,frozen_hit_linked,APOC1,2,1,-0.3484
Micro,all_secretome_linked,ISG15,5,1,-0.3639
Micro,all_secretome_linked,AGRN,1,1,-0.1525
Micro,all_secretome_linked,VWA1,3,-1,0.4181
Micro,all_secretome_linked,TNFRSF25,1,-1,-0.6404
Micro,all_secretome_linked,CORT,1,-1,0.0641
Micro,all_secretome_linked,TNFRSF1B,2,-1,-0.3215
Micro,all_secretome_linked,NBL1,14,1,0.0458
Micro,all_secretome_linked,PLA2G2C,2,1,0.0813
Micro,all_secretome_linked,HSPG2,2,-1,-0.3303
Micro,all_secretome_linked,C1QA,2,1,-0.1182
Micro,all_secretome_linked,C1QC,3,1,-0.2043
Micro,all_secretome_linked,C1QB,3,1,0.2893
Micro,all_secretome_linked,COL16A1,3,-1,0.1177
Micro,all_secretome_linked,ADGRB2,5,-1,-0.0689
Micro,all_secretome_linked,COL8A2,7,1,0.3288
Micro,all_secretome_linked,CSF3R,1,1,0.3497
Micro,all_secretome_linked,EPHA10,3,-1,-0.0149
Micro,all_secretome_linked,BMP8A,3,-1,-0.0496
Micro,all_secretome_linked,PPT1,6,-1,0.3437
Micro,all_secretome_linked,COL9A2,1,-1,-0.0034
Micro,all_secretome_linked,YBX1,1,1,0.0965
Micro,all_secretome_linked,P3H1,1,1,0.2463
Micro,all_secretome_linked,SVBP,1,1,0.5349
Micro,all_secretome_linked,ST3GAL3,7,-1,-0.0948
Micro,all_secretome_linked,SPATA6,1,-1,-0.084
Micro,all_secretome_linked,GPX7,1,-1,-0.1917
Micro,all_secretome_linked,LRP8,1,-1,-0.4607
Micro,all_secretome_linked,LEPR,18,1,-0.0971
Micro,all_secretome_linked,COL24A1,1,-1,0.673
Micro,all_secretome_linked,CLCA4,1,-1,0.3573
Micro,all_secretome_linked,GBP1,1,1,0.5715
Micro,all_secretome_linked,TGFBR3,8,-1,0.2385
Micro,all_secretome_linked,F3,2,-1,-0.1056
Micro,all_secretome_linked,EXTL2,1,1,0.0106
Micro,all_secretome_linked,OLFM3,21,-1,-0.0153
Micro,all_secretome_linked,COL11A1,1,-1,0.4604
Micro,all_secretome_linked,AMY2B,3,1,-0.1076
Micro,all_secretome_linked,CSF1,2,-1,0.7931
Micro,all_secretome_linked,CHI3L2,12,-1,-0.1346
Micro,all_secretome_linked,WNT2B,3,1,0.4141
Micro,all_secretome_linked,OLFML3,2,-1,-0.03
Micro,all_secretome_linked,NOTCH2NLA,1,1,0.5629
Micro,all_secretome_linked,NOTCH2NLC,1,1,-0.407
Micro,all_secretome_linked,C1orf54,3,1,0.4334
Micro,all_secretome_linked,ECM1,3,-1,0.0312
Micro,all_secretome_linked,ADAMTSL4,2,1,0.3637
Micro,all_secretome_linked,CTSS,2,1,0.4263
Micro,all_secretome_linked,CTSK,2,-1,-0.2627
Micro,all_secretome_linked,C1orf56,2,1,0.2723
Micro,all_secretome_linked,TUFT1,1,-1,-0.5077
Micro,all_secretome_linked,S100A9,1,-1,0.0451
Micro,all_secretome_linked,S100A8,1,1,0.061
Micro,all_secretome_linked,S100A4,3,1,0.5963
Micro,all_secretome_linked,S100A13,2,1,0.1503
Micro,all_secretome_linked,IL6R,3,-1,0.0255
Micro,all_secretome_linked,EFNA4,2,1,-0.5633
Micro,all_secretome_linked,EFNA1,2,-1,0.7161
Micro,all_secretome_linked,THBS3,1,-1,0.3428
Micro,all_secretome_linked,NAXE,2,-1,0.1408
Micro,all_secretome_linked,HAPLN2,1,-1,-0.0687
Micro,all_secretome_linked,BCAN,2,-1,-0.3154
Micro,all_secretome_linked,HDGF,1,1,-0.0112
Micro,all_secretome_linked,COPA,1,-1,-0.089
Micro,all_secretome_linked,ADAMTS4,4,-1,0.2158
Micro,all_secretome_linked,FCGR3A,1,1,0.3969
Micro,all_secretome_linked,OLFML2B,14,-1,-0.0458
Micro,all_secretome_linked,CREG1,1,-1,0.1943
Micro,all_secretome_linked,TNR,3,-1,-0.5408
Micro,all_secretome_linked,PAPPA2,1,-1,-0.1115
Micro,all_secretome_linked,BRINP2,1,-1,0.9435
Micro,all_secretome_linked,ANGPTL1,1,1,-0.1876
Micro,all_secretome_linked,QSOX1,2,-1,0.0595
Micro,all_secretome_linked,MR1,1,1,-0.147
Micro,all_secretome_linked,LAMC1,1,-1,1.0801
Micro,all_secretome_linked,HMCN1,1,1,-0.5919
Micro,all_secretome_linked,BRINP3,2,-1,-0.0761
Micro,all_secretome_linked,CRB1,29,-1,0.2294
Micro,all_secretome_linked,RNPEP,1,1,0.2788
Micro,all_secretome_linked,CHI3L1,2,1,0.0747
Micro,all_secretome_linked,CHIT1,1,1,-0.1454
Micro,all_secretome_linked,CNTN2,2,-1,-0.0524
Micro,all_secretome_linked,PM20D1,2,-1,-0.2643
Micro,all_secretome_linked,IL10,3,1,0.0904
Micro,all_secretome_linked,IL19,17,1,0.2928
Micro,all_secretome_linked,CD55,1,-1,-0.1474
Micro,all_secretome_linked,CR1L,1,-1,0.1671
Micro,all_secretome_linked,NENF,1,-1,0.1033
Micro,all_secretome_linked,VASH2,2,-1,0.3734
Micro,all_secretome_linked,USH2A,2,-1,0.1796
Micro,all_secretome_linked,TGFB2,3,-1,-0.211
Micro,all_secretome_linked,SUSD4,1,-1,0.6224
Micro,all_secretome_linked,LEFTY1,2,-1,0.2226
Micro,all_secretome_linked,GALNT2,1,1,-0.3698
Micro,all_secretome_linked,AGT,1,1,0.3763
Micro,all_secretome_linked,NLRP3,2,-1,-0.3578
Micro,all_secretome_linked,ALKAL2,1,-1,-0.5663
Micro,all_secretome_linked,COLEC11,5,1,-0.802
Micro,all_secretome_linked,POMC,1,-1,-0.2033
Micro,all_secretome_linked,EMILIN1,1,-1,0.2175
Micro,all_secretome_linked,CGREF1,2,-1,-0.2533
Micro,all_secretome_linked,UCN,2,1,0.3208
Micro,all_secretome_linked,FNDC4,1,1,-0.2476
Micro,all_secretome_linked,LTBP1,24,-1,-0.1388
Micro,all_secretome_linked,CRIM1,2,-1,0.3656
Micro,all_secretome_linked,QPCT,2,-1,0.742
Micro,all_secretome_linked,PKDCC,2,1,0.0647
Micro,all_secretome_linked,EFEMP1,1,1,-0.4547
Micro,all_secretome_linked,TGFA,2,-1,-0.1477
Micro,all_secretome_linked,PRADC1,1,1,0.3524
Micro,all_secretome_linked,LOXL3,1,1,0.0347
Micro,all_secretome_linked,GNLY,1,1,0.1512
Micro,all_secretome_linked,THNSL2,2,-1,0.0384
Micro,all_secretome_linked,MGAT4A,11,1,-0.0057
Micro,all_secretome_linked,CREG2,1,-1,0.7198
Micro,all_secretome_linked,IL1R1,9,-1,-0.4863
Micro,all_secretome_linked,IL1A,2,-1,-0.1282
Micro,all_secretome_linked,IL1B,1,-1,1.2105
Micro,all_secretome_linked,MGAT5,36,-1,-0.3448
Micro,all_secretome_linked,LYPD6,3,1,0.2829
Micro,all_secretome_linked,NMI,1,-1,-0.3651
Micro,all_secretome_linked,TNFAIP6,2,-1,-0.3335
Micro,all_secretome_linked,PLA2R1,3,-1,0.4203
Micro,all_secretome_linked,DPP4,2,-1,0.4541
Micro,all_secretome_linked,COL5A2,1,-1,-0.4453
Micro,all_secretome_linked,TMEFF2,3,-1,0.4427
Micro,all_secretome_linked,NRP2,2,1,0.075
Micro,all_secretome_linked,ADAM23,1,-1,0.7452
Micro,all_secretome_linked,VWC2L,1,-1,0.0568
Micro,all_secretome_linked,FN1,1,1,-0.6901
Micro,all_secretome_linked,IGFBP5,2,1,0.2979
Micro,all_secretome_linked,ABCB6,1,1,-0.2289
Micro,all_secretome_linked,GLB1L,2,-1,-0.0005
Micro,all_secretome_linked,SCG2,2,-1,-0.1803
Micro,all_secretome_linked,SERPINE2,2,-1,-0.1462
Micro,all_secretome_linked,COL4A4,1,-1,-0.4506
Micro,all_secretome_linked,COL4A3,1,1,0.4506
Micro,all_secretome_linked,SNORC,2,-1,-0.1942
Micro,all_secretome_linked,COL6A3,6,-1,0.09
Micro,all_secretome_linked,GPC1,6,-1,0.0638
Micro,all_secretome_linked,SNED1,10,-1,-0.2221
Micro,all_secretome_linked,CHL1,26,-1,0.0258
Micro,all_secretome_linked,CNTN4,59,-1,-0.1147
Micro,all_secretome_linked,IL17RE,2,1,0.6013
Micro,all_secretome_linked,GHRL,4,1,0.5052
Micro,all_secretome_linked,FBLN2,6,-1,-0.0587
Micro,all_secretome_linked,COLQ,7,-1,0.1542
Micro,all_secretome_linked,BTD,8,-1,-0.1942
Micro,all_secretome_linked,TGFBR2,2,-1,-0.4204
Micro,all_secretome_linked,CRTAP,1,1,-0.0395
Micro,all_secretome_linked,PDCD6IP,1,1,0.3263
Micro,all_secretome_linked,CCK,3,1,0.1876
Micro,all_secretome_linked,GASK1A,2,-1,-0.3201
Micro,all_secretome_linked,CDCP1,2,1,0.5469
Micro,all_secretome_linked,CSPG5,1,-1,0.1426
Micro,all_secretome_linked,PLXNB1,4,-1,0.5615
Micro,all_secretome_linked,LAMB2,1,1,0.4836
Micro,all_secretome_linked,DAG1,1,-1,-0.146
Micro,all_secretome_linked,MST1,1,1,0.2605
Micro,all_secretome_linked,SEMA3B,3,-1,0.2047
Micro,all_secretome_linked,HYAL1,2,-1,-0.0818
Micro,all_secretome_linked,MANF,1,1,-0.2703
Micro,all_secretome_linked,ITIH4,1,-1,-0.0688
Micro,all_secretome_linked,MUSTN1,2,-1,0.1789
Micro,all_secretome_linked,WNT5A,6,1,0.0637
Micro,all_secretome_linked,ADAMTS9,2,-1,1.3108
Micro,all_secretome_linked,TAFA1,48,-1,-0.1781
Micro,all_secretome_linked,TAFA4,1,-1,0.0959
Micro,all_secretome_linked,EPHA3,1,-1,-0.0825
Micro,all_secretome_linked,PROS1,2,-1,0.1924
Micro,all_secretome_linked,ABI3BP,1,1,0.8898
Micro,all_secretome_linked,NXPE3,4,-1,-0.1296
Micro,all_secretome_linked,ALCAM,32,1,0.0802
Micro,all_secretome_linked,CD200R1,2,1,0.6827
Micro,all_secretome_linked,B4GALT4,3,1,-0.1501
Micro,all_secretome_linked,FSTL1,1,1,0.1105
Micro,all_secretome_linked,HEG1,1,-1,-0.092
Micro,all_secretome_linked,COL6A6,1,-1,-0.512
Micro,all_secretome_linked,TF,4,-1,0.6875
Micro,all_secretome_linked,PCOLCE2,1,-1,2.0769
Micro,all_secretome_linked,DIPK2A,1,-1,-0.3386
Micro,all_secretome_linked,CPB1,5,-1,-0.0391
Micro,all_secretome_linked,CP,2,1,0.6993
Micro,all_secretome_linked,IGSF10,2,-1,0.1973
Micro,all_secretome_linked,C3orf33,1,-1,0.1715
Micro,all_secretome_linked,RARRES1,2,-1,-0.1392
Micro,all_secretome_linked,BCHE,2,-1,0.2514
Micro,all_secretome_linked,SERPINI1,1,-1,-0.0112
Micro,all_secretome_linked,TNFSF10,1,1,0.2224
Micro,all_secretome_linked,ST6GAL1,29,-1,-0.0136
Micro,all_secretome_linked,SST,1,-1,0.0178
Micro,all_secretome_linked,IL1RAP,12,-1,-0.1975
Micro,all_secretome_linked,APOD,3,1,-0.7128
Micro,all_secretome_linked,MUC20,3,-1,0.2008
Micro,all_secretome_linked,TFRC,1,1,-0.2748
Micro,all_secretome_linked,FBXO45,1,-1,-0.3027
Micro,all_secretome_linked,SPON2,11,-1,0.397
Micro,all_secretome_linked,FGFR3,2,-1,-0.0497
Micro,all_secretome_linked,C4orf48,1,1,0.3515
Micro,all_secretome_linked,CYTL1,2,1,0.2968
Micro,all_secretome_linked,MAN2B2,1,1,-1.3004
Micro,all_secretome_linked,C1QTNF7,20,-1,0.0569
Micro,all_secretome_linked,SLIT2,2,-1,0.7261
Micro,all_secretome_linked,SOD3,1,1,0.1772
Micro,all_secretome_linked,LGI2,2,1,-0.1972
Micro,all_secretome_linked,SMIM20,1,1,0.0878
Micro,all_secretome_linked,CORIN,10,-1,0.0428
Micro,all_secretome_linked,IGFBP7,1,1,-1.239
Micro,all_secretome_linked,TMPRSS11D,1,1,-0.2717
Micro,all_secretome_linked,ADAMTS3,1,-1,1.5989
Micro,all_secretome_linked,ANTXR2,1,1,-0.3401
Micro,all_secretome_linked,FGF5,1,-1,0.0498
Micro,all_secretome_linked,HPSE,2,1,0.6458
Micro,all_secretome_linked,SPARCL1,3,-1,-0.4854
Micro,all_secretome_linked,MEPE,1,1,-0.4598
Micro,all_secretome_linked,SPP1,4,1,0.1478
Micro,all_secretome_linked,PKD2,8,-1,-0.1893
Micro,all_secretome_linked,SNCA,1,1,0.0993
Micro,all_secretome_linked,MMRN1,5,-1,0.3525
Micro,all_secretome_linked,AIMP1,1,1,0.309
Micro,all_secretome_linked,DKK2,21,1,0.1276
Micro,all_secretome_linked,COL25A1,27,1,0.1287
Micro,all_secretome_linked,PLA2G12A,1,1,0.2362
Micro,all_secretome_linked,ARSJ,1,1,0.0868
Micro,all_secretome_linked,FGF2,1,-1,0.3805
Micro,all_secretome_linked,ABHD18,1,1,0.4233
Micro,all_secretome_linked,PGRMC2,2,-1,0.0384
Micro,all_secretome_linked,IL15,8,1,0.5724
Micro,all_secretome_linked,FREM3,1,-1,-0.5265
Micro,all_secretome_linked,HHIP,2,-1,0.8466
Micro,all_secretome_linked,SFRP2,3,-1,-0.6532
Micro,all_secretome_linked,PDGFC,2,1,-0.4134
Micro,all_secretome_linked,FSTL5,1,-1,-0.5161
Micro,all_secretome_linked,CPE,1,-1,0.0415
Micro,all_secretome_linked,TLL1,1,-1,-0.0376
Micro,all_secretome_linked,SPOCK3,24,-1,0.0642
Micro,all_secretome_linked,HMGB2,1,1,-0.1426
Micro,all_secretome_linked,SCRG1,1,1,0.3778
Micro,all_secretome_linked,SNX25,3,1,-0.0543
Micro,all_secretome_linked,EXOC3-AS1,2,1,-0.1602
Micro,all_secretome_linked,ADAMTS16,2,1,-0.2264
Micro,all_secretome_linked,NSUN2,1,-1,-0.1264
Micro,all_secretome_linked,PDZD2,1,-1,1.0934
Micro,all_secretome_linked,ADAMTS12,2,-1,0.1656
Micro,all_secretome_linked,C1QTNF3,2,-1,0.6849
Micro,all_secretome_linked,PRLR,25,1,0.1331
Micro,all_secretome_linked,LIFR,9,-1,0.3649
Micro,all_secretome_linked,GHR,13,-1,-0.1752
Micro,all_secretome_linked,SELENOP,5,1,0.1255
Micro,all_secretome_linked,IL6ST,5,1,0.1895
Micro,all_secretome_linked,ADAMTS6,2,-1,0.034
Micro,all_secretome_linked,CARTPT,1,-1,0.182
Micro,all_secretome_linked,CRHBP,2,-1,0.3111
Micro,all_secretome_linked,AGGF1,1,1,0.3302
Micro,all_secretome_linked,ZBED3,1,-1,0.0814
Micro,all_secretome_linked,THBS4,2,1,-0.103
Micro,all_secretome_linked,VCAN,2,-1,-0.0275
Micro,all_secretome_linked,EDIL3,2,-1,1.1633
Micro,all_secretome_linked,ARSK,1,-1,-0.1739
Micro,all_secretome_linked,PCSK1,2,1,0.3607
Micro,all_secretome_linked,ERAP1,2,-1,-0.0217
Micro,all_secretome_linked,ERAP2,3,1,0.3614
Micro,all_secretome_linked,LNPEP,2,1,0.0564
Micro,all_secretome_linked,ST8SIA4,2,1,-0.696
Micro,all_secretome_linked,PAM,1,-1,-0.3767
Micro,all_secretome_linked,ADAMTS19,2,-1,0.7134
Micro,all_secretome_linked,LEAP2,1,1,0.1066
Micro,all_secretome_linked,FSTL4,1,-1,0.4512
Micro,all_secretome_linked,CXCL14,1,-1,-0.6996
Micro,all_secretome_linked,TGFBI,7,1,0.5335
Micro,all_secretome_linked,SPOCK1,62,-1,0.002
Micro,all_secretome_linked,NRG2,31,-1,0.125
Micro,all_secretome_linked,HBEGF,1,-1,-0.2569
Micro,all_secretome_linked,CD14,2,-1,0.0319
Micro,all_secretome_linked,PCDHA10,1,-1,-0.5265
Micro,all_secretome_linked,PCDH12,2,-1,0.7259
Micro,all_secretome_linked,NDFIP1,2,1,0.6491
Micro,all_secretome_linked,FGF1,18,-1,-0.0161
Micro,all_secretome_linked,PCYOX1L,2,1,0.0762
Micro,all_secretome_linked,ARSI,13,-1,0.1474
Micro,all_secretome_linked,CD74,3,1,0.0235
Micro,all_secretome_linked,GPX3,2,1,0.0852
Micro,all_secretome_linked,SPARC,2,1,-0.3885
Micro,all_secretome_linked,TIMD4,5,1,0.5168
Micro,all_secretome_linked,SLIT3,87,-1,-0.2242
Micro,all_secretome_linked,ADAMTS2,1,1,0.0833
Micro,all_secretome_linked,SERPINB1,1,1,-0.8589
Micro,all_secretome_linked,F13A1,1,1,0.3917
Micro,all_secretome_linked,LY86,2,1,0.0209
Micro,all_secretome_linked,GFOD1,24,-1,-0.1607
Micro,all_secretome_linked,KIAA0319,16,-1,-0.1267
Micro,all_secretome_linked,SCGN,1,1,0.7185
Micro,all_secretome_linked,GABBR1,2,-1,0.0865
Micro,all_secretome_linked,HLA-E,2,1,-0.1539
Micro,all_secretome_linked,DDR1,4,-1,-0.3407
Micro,all_secretome_linked,HCG22,1,1,0.6508
Micro,all_secretome_linked,TNF,2,1,0.6424
Micro,all_secretome_linked,BAG6,1,-1,0.2793
Micro,all_secretome_linked,APOM,1,1,-0.2793
Micro,all_secretome_linked,HSPA1A,1,1,0.1722
Micro,all_secretome_linked,C2,7,-1,-0.1443
Micro,all_secretome_linked,CFB,1,-1,-0.2778
Micro,all_secretome_linked,TNXB,10,-1,-0.0089
Micro,all_secretome_linked,EGFL8,1,-1,0.3404
Micro,all_secretome_linked,CUTA,2,1,-0.1302
Micro,all_secretome_linked,SCUBE3,1,-1,0.1413
Micro,all_secretome_linked,PI16,5,-1,-0.1146
Micro,all_secretome_linked,TREM2,3,1,0.4724
Micro,all_secretome_linked,VEGFA,1,1,0.3139
Micro,all_secretome_linked,HSP90AB1,1,1,0.3374
Micro,all_secretome_linked,ENPP5,2,1,0.5707
Micro,all_secretome_linked,PLA2G7,2,1,-0.0233
Micro,all_secretome_linked,COL21A1,15,1,0.2246
Micro,all_secretome_linked,EYS,13,1,-0.1042
Micro,all_secretome_linked,COL19A1,3,1,-0.3787
Micro,all_secretome_linked,COL9A1,3,1,-0.1673
Micro,all_secretome_linked,COL12A1,5,-1,0.003
Micro,all_secretome_linked,CD164,2,1,0.0353
Micro,all_secretome_linked,METTL24,1,-1,0.4136
Micro,all_secretome_linked,LAMA4,2,-1,0.2878
Micro,all_secretome_linked,SMPDL3A,1,1,0.2239
Micro,all_secretome_linked,RSPO3,1,-1,-0.0332
Micro,all_secretome_linked,LAMA2,1,-1,2.5234
Micro,all_secretome_linked,ENPP3,2,1,-0.5982
Micro,all_secretome_linked,ENPP1,1,1,0.4142
Micro,all_secretome_linked,FUCA2,1,1,-0.0654
