celltype,set,gene,n_peaks,rna_sign,oriented_mean_lfc
Endo,all_secretome_linked,PLAT,3,-1,-0.2439
Endo,all_secretome_linked,PXDNL,2,1,0.5345
Endo,all_secretome_linked,SDCBP,2,-1,-0.3315
Endo,all_secretome_linked,GGH,1,1,-0.4226
Endo,all_secretome_linked,SULF1,5,1,-0.2562
Endo,all_secretome_linked,LY96,1,1,-0.5985
Endo,all_secretome_linked,CRISPLD1,1,-1,-0.2965
Endo,all_secretome_linked,IL7,1,1,0.4472
Endo,all_secretome_linked,FABP5,1,1,0.1513
Endo,all_secretome_linked,MMP16,1,-1,-0.2246
Endo,all_secretome_linked,CPQ,1,1,-0.5917
Endo,all_secretome_linked,MATN2,5,1,-0.2385
Endo,all_secretome_linked,CTHRC1,2,1,-0.5469
Endo,all_secretome_linked,TNFRSF11B,1,-1,-0.5208
Endo,all_secretome_linked,CCN3,1,-1,0.0964
Endo,all_secretome_linked,ENPP2,16,1,0.3204
Endo,all_secretome_linked,COL14A1,10,-1,-0.6663
Endo,all_secretome_linked,CCN4,1,1,-0.2221
Endo,all_secretome_linked,ST3GAL1,1,-1,-0.1696
Endo,all_secretome_linked,ADGRB1,8,1,-0.0807
Endo,all_secretome_linked,LY6K,1,-1,1.0934
Endo,all_secretome_linked,THEM6,1,-1,-0.044
Endo,all_secretome_linked,GSDMD,2,1,-0.0541
Endo,all_secretome_linked,INSL6,1,1,-0.6245
Endo,all_secretome_linked,CD274,2,1,1.1193
Endo,all_secretome_linked,PDCD1LG2,2,1,1.439
Endo,all_secretome_linked,IL33,6,1,-0.3015
Endo,all_secretome_linked,FREM1,11,1,0.4452
Endo,all_secretome_linked,ADAMTSL1,27,1,0.45
Endo,all_secretome_linked,TEK,1,-1,1.911
Endo,all_secretome_linked,C9orf72,1,-1,-0.0745
Endo,all_secretome_linked,B4GALT1,1,-1,-0.0774
Endo,all_secretome_linked,PRSS3,7,-1,0.4034
Endo,all_secretome_linked,ENHO,1,1,0.391
Endo,all_secretome_linked,IL11RA,2,1,-0.3021
Endo,all_secretome_linked,MAMDC2,1,1,0.6726
Endo,all_secretome_linked,ANXA1,4,-1,0.4531
Endo,all_secretome_linked,PCSK5,1,1,0.5427
Endo,all_secretome_linked,CTSL,1,1,0.1384
Endo,all_secretome_linked,OGN,1,1,-0.4656
Endo,all_secretome_linked,ASPN,2,1,-0.4216
Endo,all_secretome_linked,ECM2,4,1,-0.3349
Endo,all_secretome_linked,NINJ1,3,1,-0.3752
Endo,all_secretome_linked,COL15A1,1,1,0.4379
Endo,all_secretome_linked,TXN,1,-1,0.3417
Endo,all_secretome_linked,SVEP1,1,-1,0.1894
Endo,all_secretome_linked,COL27A1,2,-1,-0.2722
Endo,all_secretome_linked,TNC,4,1,1.5308
Endo,all_secretome_linked,PAPPA,1,-1,0.0681
Endo,all_secretome_linked,GSN,28,1,0.2692
Endo,all_secretome_linked,CRB2,5,1,0.1573
Endo,all_secretome_linked,OLFML2A,9,-1,-0.1279
Endo,all_secretome_linked,ANGPTL2,1,-1,0.082
Endo,all_secretome_linked,TOR2A,1,1,0.1938
Endo,all_secretome_linked,LAMC3,1,-1,-0.6875
Endo,all_secretome_linked,ABO,4,-1,0.2685
Endo,all_secretome_linked,ADAMTSL2,2,-1,0.8349
Endo,all_secretome_linked,COL5A1,1,-1,0.5862
Endo,all_secretome_linked,OLFM1,4,1,-0.2817
Endo,all_secretome_linked,QSOX2,2,-1,0.4424
Endo,all_secretome_linked,EGFL7,2,-1,0.2371
Endo,all_secretome_linked,LCN6,2,1,-0.0506
Endo,all_secretome_linked,PTGDS,2,1,-0.4622
Endo,all_secretome_linked,CLIC3,1,-1,0.2077
Endo,all_secretome_linked,DPP7,1,1,0.2231
Endo,all_secretome_linked,IL15RA,1,1,-0.2516
Endo,all_secretome_linked,ITIH5,9,-1,0.4894
Endo,all_secretome_linked,CCDC3,13,-1,-0.1462
Endo,all_secretome_linked,CDNF,1,1,-0.3713
Endo,all_secretome_linked,NRP1,1,-1,-0.3715
Endo,all_secretome_linked,CXCL12,2,-1,0.7215
Endo,all_secretome_linked,VSTM4,2,1,0.2755
Endo,all_secretome_linked,PCDH15,1,-1,0.9721
Endo,all_secretome_linked,SRGN,3,1,0.6553
Endo,all_secretome_linked,NODAL,1,-1,1.6501
Endo,all_secretome_linked,ADAMTS14,3,1,0.575
Endo,all_secretome_linked,PSAP,2,1,0.2833
Endo,all_secretome_linked,SPOCK2,2,-1,0.2887
Endo,all_secretome_linked,PLAU,1,1,0.8279
Endo,all_secretome_linked,PLAC9,3,1,0.5038
Endo,all_secretome_linked,PRXL2A,6,1,-0.3127
Endo,all_secretome_linked,NRG3,71,1,-0.1681
Endo,all_secretome_linked,MMRN2,2,-1,-0.2826
Endo,all_secretome_linked,MINPP1,1,1,0.2467
Endo,all_secretome_linked,PTEN,1,1,0.2621
Endo,all_secretome_linked,RNLS,1,1,0.1646
Endo,all_secretome_linked,FAS,1,1,0.1102
Endo,all_secretome_linked,FGFBP3,1,-1,0.3226
Endo,all_secretome_linked,IDE,4,1,0.0631
Endo,all_secretome_linked,LGI1,2,1,0.2655
Endo,all_secretome_linked,TLL2,1,-1,-0.4064
Endo,all_secretome_linked,SLIT1,2,-1,-1.2707
Endo,all_secretome_linked,HPSE2,12,1,-0.0358
Endo,all_secretome_linked,CASP7,5,-1,0.0339
Endo,all_secretome_linked,VWA2,1,1,0.1613
Endo,all_secretome_linked,FGFR2,12,1,0.3976
Endo,all_secretome_linked,HTRA1,3,-1,0.0774
Endo,all_secretome_linked,FAM24B,1,-1,0.1403
Endo,all_secretome_linked,ADAM12,2,-1,-1.0945
Endo,all_secretome_linked,DEAF1,2,1,0.2838
Endo,all_secretome_linked,GATD1,1,1,0.1863
Endo,all_secretome_linked,CHID1,3,-1,-0.6496
Endo,all_secretome_linked,CTSD,1,1,-0.786
Endo,all_secretome_linked,SMPD1,1,-1,-0.5663
Endo,all_secretome_linked,OLFML1,2,-1,-0.3034
Endo,all_secretome_linked,TUB,13,1,-0.6598
Endo,all_secretome_linked,SCUBE2,1,1,-0.6019
Endo,all_secretome_linked,ADM,5,-1,0.0561
Endo,all_secretome_linked,MTRNR2L8,1,-1,-0.06
Endo,all_secretome_linked,DKK3,2,1,-0.6208
Endo,all_secretome_linked,SPON1,1,-1,-0.8523
Endo,all_secretome_linked,NUCB2,1,1,-0.2338
Endo,all_secretome_linked,NELL1,1,-1,0.8339
Endo,all_secretome_linked,LUZP2,6,-1,0.1772
Endo,all_secretome_linked,FIBIN,2,1,1.0506
Endo,all_secretome_linked,BDNF,7,1,0.2929
Endo,all_secretome_linked,CD59,5,-1,0.9123
Endo,all_secretome_linked,CD44,9,1,0.512
Endo,all_secretome_linked,PAMR1,6,1,0.5963
Endo,all_secretome_linked,FJX1,2,1,-0.1646
Endo,all_secretome_linked,EXT2,2,1,0.8358
Endo,all_secretome_linked,MDK,1,-1,0.1747
Endo,all_secretome_linked,C1QTNF4,3,-1,0.2102
Endo,all_secretome_linked,PTPRJ,1,1,-0.4606
Endo,all_secretome_linked,SERPING1,1,1,-0.6407
Endo,all_secretome_linked,VEGFB,2,1,-0.3758
Endo,all_secretome_linked,LTBP3,4,1,0.2181
Endo,all_secretome_linked,EFEMP2,1,1,-0.1286
Endo,all_secretome_linked,IL18BP,2,1,0.0869
Endo,all_secretome_linked,TSKU,3,1,0.0668
Endo,all_secretome_linked,PRSS23,1,1,-0.5875
Endo,all_secretome_linked,ENDOD1,1,-1,0.4161
Endo,all_secretome_linked,PDGFD,1,1,0.7977
Endo,all_secretome_linked,CASP4,3,1,-0.461
Endo,all_secretome_linked,CRYAB,5,1,0.5201
Endo,all_secretome_linked,IL18,1,1,-0.9943
Endo,all_secretome_linked,NCAM1,1,1,-0.2101
Endo,all_secretome_linked,TMEM25,1,1,-0.6808
Endo,all_secretome_linked,NECTIN1,2,-1,-0.3287
Endo,all_secretome_linked,OAF,1,1,0.3683
Endo,all_secretome_linked,TECTA,1,1,2.5349
Endo,all_secretome_linked,SORL1,34,1,0.2655
Endo,all_secretome_linked,ST3GAL4,13,-1,0.2662
Endo,all_secretome_linked,KIRREL3,1,-1,0.885
Endo,all_secretome_linked,ADAMTS8,2,-1,-0.2704
Endo,all_secretome_linked,JAM3,1,1,0.687
Endo,all_secretome_linked,B3GAT1,6,1,-0.0583
Endo,all_secretome_linked,WNT5B,15,1,0.2513
Endo,all_secretome_linked,TULP3,1,1,0.231
Endo,all_secretome_linked,VWF,2,-1,0.2696
Endo,all_secretome_linked,CD9,11,-1,-0.2806
Endo,all_secretome_linked,TNFRSF1A,2,1,-1.108
Endo,all_secretome_linked,C1S,9,1,0.1095
Endo,all_secretome_linked,C1R,2,1,-0.5247
Endo,all_secretome_linked,C1RL,1,1,-0.6907
Endo,all_secretome_linked,CD163L1,1,-1,0.4767
Endo,all_secretome_linked,CD163,1,1,0.5187
Endo,all_secretome_linked,A2M,3,-1,0.0547
Endo,all_secretome_linked,MGP,2,1,0.0923
Endo,all_secretome_linked,SPX,2,1,0.1024
Endo,all_secretome_linked,NELL2,2,-1,1.0114
Endo,all_secretome_linked,IGFBP6,1,1,-0.1465
Endo,all_secretome_linked,NPFF,1,-1,0.2633
Endo,all_secretome_linked,CD63,1,-1,-0.1274
Endo,all_secretome_linked,GDF11,2,-1,0.8302
Endo,all_secretome_linked,ERBB3,3,1,0.1156
Endo,all_secretome_linked,NXPH4,1,1,-0.1472
Endo,all_secretome_linked,PTPRR,9,-1,-0.8571
Endo,all_secretome_linked,GLIPR1L1,3,1,-0.7332
Endo,all_secretome_linked,KITLG,1,-1,-0.0268
Endo,all_secretome_linked,LUM,1,-1,-1.378
Endo,all_secretome_linked,DCN,2,1,0.1963
Endo,all_secretome_linked,NTN4,1,1,-0.3463
Endo,all_secretome_linked,IGF1,2,1,-1.239
Endo,all_secretome_linked,TCTN1,1,1,0.046
Endo,all_secretome_linked,OAS1,1,-1,-0.1346
Endo,all_secretome_linked,MMP17,4,-1,-0.0695
Endo,all_secretome_linked,IL17D,1,1,0.1413
Endo,all_secretome_linked,FLT1,27,-1,-0.1592
Endo,all_secretome_linked,HMGB1,13,-1,-0.6195
Endo,all_secretome_linked,KL,2,1,-0.555
Endo,all_secretome_linked,NHLRC3,1,-1,-0.3509
Endo,all_secretome_linked,ENOX1,2,1,-0.2497
Endo,all_secretome_linked,ITM2B,3,1,-0.1959
Endo,all_secretome_linked,THSD1,2,-1,-0.294
Endo,all_secretome_linked,PIBF1,1,1,0.2928
Endo,all_secretome_linked,CLN5,1,1,0.2415
Endo,all_secretome_linked,SLITRK1,2,-1,0.5402
Endo,all_secretome_linked,GPC5,14,-1,0.6216
Endo,all_secretome_linked,GPC6,42,1,-0.1027
Endo,all_secretome_linked,TNFSF13B,2,1,0.2304
Endo,all_secretome_linked,COL4A1,1,-1,0.0163
Endo,all_secretome_linked,COL4A2,1,-1,0.0163
Endo,all_secretome_linked,F10,3,-1,-0.5746
Endo,all_secretome_linked,GAS6,2,1,0.3343
Endo,all_secretome_linked,RNASE4,2,1,0.5321
Endo,all_secretome_linked,RNASE1,3,-1,0.2935
Endo,all_secretome_linked,C14orf93,1,1,0.4029
Endo,all_secretome_linked,DHRS4L2,5,1,-0.7583
Endo,all_secretome_linked,COCH,1,-1,-0.0988
Endo,all_secretome_linked,FAM177A1,2,-1,-1.3017
Endo,all_secretome_linked,TMX1,1,1,0.2024
Endo,all_secretome_linked,NID2,1,-1,0.0533
Endo,all_secretome_linked,TXNDC16,1,1,0.1584
Endo,all_secretome_linked,ERO1A,1,1,0.106
Endo,all_secretome_linked,BMP4,2,1,-0.3206
Endo,all_secretome_linked,LGALS3,1,1,0.7329
Endo,all_secretome_linked,SMOC1,3,1,-0.296
Endo,all_secretome_linked,ENTPD5,1,1,-0.608
Endo,all_secretome_linked,NPC2,1,1,-0.0448
Endo,all_secretome_linked,PGF,3,1,-0.3702
Endo,all_secretome_linked,TGFB3,3,-1,0.3007
Endo,all_secretome_linked,VASH1,6,-1,0.4962
Endo,all_secretome_linked,FLRT2,4,1,-0.0804
Endo,all_secretome_linked,FBLN5,2,1,-0.4146
Endo,all_secretome_linked,SERPINA3,1,1,1.3169
Endo,all_secretome_linked,HHIPL1,2,1,0.0036
Endo,all_secretome_linked,WDR25,3,-1,0.0864
Endo,all_secretome_linked,SCG5,1,1,0.5155
Endo,all_secretome_linked,THBS1,2,-1,-0.3899
Endo,all_secretome_linked,B2M,2,1,0.3846
Endo,all_secretome_linked,SORD,5,1,-0.0078
Endo,all_secretome_linked,FBN1,1,1,0.3
Endo,all_secretome_linked,GLDN,5,1,0.2952
Endo,all_secretome_linked,SCG3,1,-1,1.2511
Endo,all_secretome_linked,ANXA2,1,-1,0.0409
Endo,all_secretome_linked,PPIB,1,1,0.346
Endo,all_secretome_linked,C15orf61,1,1,0.3751
Endo,all_secretome_linked,SPESP1,1,-1,0.0866
Endo,all_secretome_linked,THSD4,45,-1,0.3382
Endo,all_secretome_linked,ADPGK,6,-1,-0.2125
Endo,all_secretome_linked,LOXL1,3,1,0.4099
Endo,all_secretome_linked,ISLR,3,1,-0.9813
Endo,all_secretome_linked,CEMIP,1,1,0.0248
Endo,all_secretome_linked,IL16,13,1,-0.0751
Endo,all_secretome_linked,ADAMTSL3,1,1,-0.766
Endo,all_secretome_linked,NMB,1,1,1.2562
Endo,all_secretome_linked,HAPLN3,2,-1,0.6101
Endo,all_secretome_linked,MFGE8,2,-1,0.4861
Endo,all_secretome_linked,NGRN,1,1,0.468
Endo,all_secretome_linked,FURIN,5,1,-0.493
Endo,all_secretome_linked,RGMA,4,1,1.4718
Endo,all_secretome_linked,ADAMTS17,1,-1,-0.205
Endo,all_secretome_linked,CHSY1,1,1,0.4589
Endo,all_secretome_linked,PCSK6,28,1,-0.4311
Endo,all_secretome_linked,METRN,2,1,-0.2178
Endo,all_secretome_linked,GNPTG,1,1,-0.0308
Endo,all_secretome_linked,GFER,2,1,0.0074
Endo,all_secretome_linked,PKD1,2,-1,-0.5088
Endo,all_secretome_linked,MMP25,2,-1,0.2012
Endo,all_secretome_linked,IL32,1,-1,-0.1597
Endo,all_secretome_linked,DNASE1,1,-1,1.2281
Endo,all_secretome_linked,VASN,5,-1,-0.9855
Endo,all_secretome_linked,C16orf89,1,-1,-0.9025
Endo,all_secretome_linked,XYLT1,1,1,-0.4278
Endo,all_secretome_linked,VWA3A,3,1,-0.569
Endo,all_secretome_linked,IL4R,11,1,0.3034
Endo,all_secretome_linked,PRSS53,1,1,-1.7775
Endo,all_secretome_linked,ITFG1,1,1,-0.3118
Endo,all_secretome_linked,MMP2,10,1,-0.5393
Endo,all_secretome_linked,RSPRY1,1,1,-0.4596
Endo,all_secretome_linked,CX3CL1,1,1,-0.4276
Endo,all_secretome_linked,ADGRG1,10,1,-0.0731
Endo,all_secretome_linked,CKLF,2,1,-0.0311
Endo,all_secretome_linked,CES4A,4,1,0.4608
Endo,all_secretome_linked,GFOD2,1,-1,-0.121
Endo,all_secretome_linked,LCAT,3,-1,1.3152
Endo,all_secretome_linked,PLA2G15,3,-1,-0.7322
Endo,all_secretome_linked,ST3GAL2,10,-1,0.1972
Endo,all_secretome_linked,IL34,12,-1,-0.0075
Endo,all_secretome_linked,MBTPS1,1,1,-0.0296
Endo,all_secretome_linked,WFDC1,1,-1,0.3435
Endo,all_secretome_linked,CRISPLD2,2,-1,0.6694
Endo,all_secretome_linked,CYB5D2,1,1,-0.3849
Endo,all_secretome_linked,CXCL16,1,1,0.014
Endo,all_secretome_linked,C1QBP,1,1,-0.0724
Endo,all_secretome_linked,TNFSF12,1,1,0.3045
Endo,all_secretome_linked,TNFSF13,2,1,0.089
Endo,all_secretome_linked,NTN1,1,-1,0.1795
Endo,all_secretome_linked,MTRNR2L1,2,1,-0.2294
Endo,all_secretome_linked,LGALS9,2,1,0.2938
Endo,all_secretome_linked,SDF2,1,-1,0.533
Endo,all_secretome_linked,TMEM98,1,1,0.6253
Endo,all_secretome_linked,CCL2,1,1,0.6357
Endo,all_secretome_linked,MMP28,1,-1,1.5042
Endo,all_secretome_linked,CCL5,1,1,0.6446
Endo,all_secretome_linked,CCL4,2,1,0.0704
Endo,all_secretome_linked,DHRS11,1,1,0.1055
Endo,all_secretome_linked,PLXDC1,2,1,0.6268
Endo,all_secretome_linked,IGFBP4,1,1,0.3239
Endo,all_secretome_linked,IFI35,1,-1,-1.2328
Endo,all_secretome_linked,GRN,3,1,-0.2633
Endo,all_secretome_linked,MAPT,14,1,0.3545
Endo,all_secretome_linked,XYLT2,1,-1,-0.028
Endo,all_secretome_linked,SPATA20,1,1,-0.4762
Endo,all_secretome_linked,CA10,2,-1,0.3074
Endo,all_secretome_linked,C17orf67,1,1,0.6857
Endo,all_secretome_linked,SCPEP1,1,1,0.1046
Endo,all_secretome_linked,RNF43,3,-1,0.3827
Endo,all_secretome_linked,ACE,2,-1,0.1528
Endo,all_secretome_linked,FAM20A,10,-1,0.0844
Endo,all_secretome_linked,TIMP2,17,1,-0.3408
Endo,all_secretome_linked,LGALS3BP,1,-1,0.2815
Endo,all_secretome_linked,CANT1,5,-1,-0.3349
Endo,all_secretome_linked,C1QTNF1,9,-1,-0.0492
Endo,all_secretome_linked,NPTX1,2,-1,0.2424
Endo,all_secretome_linked,P4HB,1,1,0.6425
Endo,all_secretome_linked,METRNL,1,-1,-0.125
Endo,all_secretome_linked,EMILIN2,2,1,-0.727
Endo,all_secretome_linked,LAMA1,14,-1,0.2874
Endo,all_secretome_linked,TWSG1,1,-1,-0.0527
Endo,all_secretome_linked,LAMA3,19,-1,-0.337
